month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2022-05,Any Mental Health,RaceEthnicity,"NHOPI, NH",3821
2022-05,Any Mental Health,RaceEthnicity,"White, NH",6110
2022-04,Any Mental Health,RaceEthnicity,"AI/AN, NH",6575
2022-04,Any Mental Health,RaceEthnicity,All,5541
2022-04,Any Mental Health,RaceEthnicity,"Asian, NH",3611
2022-04,Any Mental Health,RaceEthnicity,"Black, NH",4798
2022-04,Any Mental Health,RaceEthnicity,Hispanic,4268
2022-04,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4499
2022-04,Any Mental Health,RaceEthnicity,"NHOPI, NH",4041
2022-04,Any Mental Health,RaceEthnicity,"White, NH",6424
2022-03,Any Mental Health,RaceEthnicity,"AI/AN, NH",7083
2022-03,Any Mental Health,RaceEthnicity,All,5824
2022-03,Any Mental Health,RaceEthnicity,"Asian, NH",3916
2022-03,Any Mental Health,RaceEthnicity,"Black, NH",5037
2022-03,Any Mental Health,RaceEthnicity,Hispanic,4599
2022-03,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4788
2022-03,Any Mental Health,RaceEthnicity,"NHOPI, NH",4577
2022-03,Any Mental Health,RaceEthnicity,"White, NH",6704
2022-02,Any Mental Health,RaceEthnicity,"AI/AN, NH",7405
2022-02,Any Mental Health,RaceEthnicity,All,6041
2022-02,Any Mental Health,RaceEthnicity,"Asian, NH",3907
2022-02,Any Mental Health,RaceEthnicity,"Black, NH",5294
2022-02,Any Mental Health,RaceEthnicity,Hispanic,4857
2022-02,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4958
2022-02,Any Mental Health,RaceEthnicity,"NHOPI, NH",4423
2022-02,Any Mental Health,RaceEthnicity,"White, NH",6854
2022-01,Any Mental Health,RaceEthnicity,"AI/AN, NH",6416
2022-01,Any Mental Health,RaceEthnicity,All,5196
2022-01,Any Mental Health,RaceEthnicity,"Asian, NH",3285
2022-01,Any Mental Health,RaceEthnicity,"Black, NH",4368
2022-01,Any Mental Health,RaceEthnicity,Hispanic,4121
2022-01,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4103
2022-01,Any Mental Health,RaceEthnicity,"NHOPI, NH",3397
2022-01,Any Mental Health,RaceEthnicity,"White, NH",6032
2021-12,Any Mental Health,RaceEthnicity,"AI/AN, NH",6474
2021-12,Any Mental Health,RaceEthnicity,All,4937
2021-12,Any Mental Health,RaceEthnicity,"Asian, NH",3170
2021-12,Any Mental Health,RaceEthnicity,"Black, NH",3987
2021-12,Any Mental Health,RaceEthnicity,Hispanic,3980
2021-12,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",3783
2021-12,Any Mental Health,RaceEthnicity,"NHOPI, NH",3648
2021-12,Any Mental Health,RaceEthnicity,"White, NH",5841
2021-11,Any Mental Health,RaceEthnicity,"AI/AN, NH",6821
2021-11,Any Mental Health,RaceEthnicity,All,5430
2021-11,Any Mental Health,RaceEthnicity,"Asian, NH",3618
2021-11,Any Mental Health,RaceEthnicity,"Black, NH",4621
2021-11,Any Mental Health,RaceEthnicity,Hispanic,4446
2021-11,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4324
2021-11,Any Mental Health,RaceEthnicity,"NHOPI, NH",3833
2021-11,Any Mental Health,RaceEthnicity,"White, NH",6230
2021-10,Any Mental Health,RaceEthnicity,"AI/AN, NH",7144
2021-10,Any Mental Health,RaceEthnicity,All,5627
2021-10,Any Mental Health,RaceEthnicity,"Asian, NH",3776
2021-10,Any Mental Health,RaceEthnicity,"Black, NH",4792
2021-10,Any Mental Health,RaceEthnicity,Hispanic,4641
2021-10,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4452
2021-10,Any Mental Health,RaceEthnicity,"NHOPI, NH",4173
2021-10,Any Mental Health,RaceEthnicity,"White, NH",6460
2021-09,Any Mental Health,RaceEthnicity,"AI/AN, NH",6672
2021-09,Any Mental Health,RaceEthnicity,All,5452
2021-09,Any Mental Health,RaceEthnicity,"Asian, NH",3531
2021-09,Any Mental Health,RaceEthnicity,"Black, NH",4517
2021-09,Any Mental Health,RaceEthnicity,Hispanic,4442
2021-09,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4210
2021-09,Any Mental Health,RaceEthnicity,"NHOPI, NH",4024
2021-09,Any Mental Health,RaceEthnicity,"White, NH",6350
2021-08,Any Mental Health,RaceEthnicity,"AI/AN, NH",6277
2021-08,Any Mental Health,RaceEthnicity,All,5228
2021-08,Any Mental Health,RaceEthnicity,"Asian, NH",3263
2021-08,Any Mental Health,RaceEthnicity,"Black, NH",4267
2021-08,Any Mental Health,RaceEthnicity,Hispanic,4262
2021-08,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4286
2021-08,Any Mental Health,RaceEthnicity,"NHOPI, NH",3636
2021-08,Any Mental Health,RaceEthnicity,"White, NH",6104
2021-07,Any Mental Health,RaceEthnicity,"AI/AN, NH",7075
2021-07,Any Mental Health,RaceEthnicity,All,5521
2021-07,Any Mental Health,RaceEthnicity,"Asian, NH",3486
2021-07,Any Mental Health,RaceEthnicity,"Black, NH",4507
2021-07,Any Mental Health,RaceEthnicity,Hispanic,4558
2021-07,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4726
2021-07,Any Mental Health,RaceEthnicity,"NHOPI, NH",4032
2021-07,Any Mental Health,RaceEthnicity,"White, NH",6392
2021-06,Any Mental Health,RaceEthnicity,"AI/AN, NH",6964
2021-06,Any Mental Health,RaceEthnicity,All,5854
2021-06,Any Mental Health,RaceEthnicity,"Asian, NH",3776
2021-06,Any Mental Health,RaceEthnicity,"Black, NH",4833
2021-06,Any Mental Health,RaceEthnicity,Hispanic,4973
2021-06,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5145
2021-06,Any Mental Health,RaceEthnicity,"NHOPI, NH",3984
2021-06,Any Mental Health,RaceEthnicity,"White, NH",6695
2021-05,Any Mental Health,RaceEthnicity,"AI/AN, NH",7344
2021-05,Any Mental Health,RaceEthnicity,All,6068
2021-05,Any Mental Health,RaceEthnicity,"Asian, NH",3804
2021-05,Any Mental Health,RaceEthnicity,"Black, NH",4991
2021-05,Any Mental Health,RaceEthnicity,Hispanic,5205
2021-05,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5304
2021-05,Any Mental Health,RaceEthnicity,"NHOPI, NH",4419
2021-05,Any Mental Health,RaceEthnicity,"White, NH",6912
2021-04,Any Mental Health,RaceEthnicity,"AI/AN, NH",7520
2021-04,Any Mental Health,RaceEthnicity,All,6194
2021-04,Any Mental Health,RaceEthnicity,"Asian, NH",3969
2021-04,Any Mental Health,RaceEthnicity,"Black, NH",5107
2021-04,Any Mental Health,RaceEthnicity,Hispanic,5256
2021-04,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5305
2021-04,Any Mental Health,RaceEthnicity,"NHOPI, NH",4323
2021-04,Any Mental Health,RaceEthnicity,"White, NH",7077
2021-03,Any Mental Health,RaceEthnicity,"AI/AN, NH",8183
2021-03,Any Mental Health,RaceEthnicity,All,6678
2021-03,Any Mental Health,RaceEthnicity,"Asian, NH",4340
2021-03,Any Mental Health,RaceEthnicity,"Black, NH",5534
2021-03,Any Mental Health,RaceEthnicity,Hispanic,5814
2021-03,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5619
2021-03,Any Mental Health,RaceEthnicity,"NHOPI, NH",5080
2021-03,Any Mental Health,RaceEthnicity,"White, NH",7589
2021-02,Any Mental Health,RaceEthnicity,"AI/AN, NH",8458
2021-02,Any Mental Health,RaceEthnicity,All,6918
2021-02,Any Mental Health,RaceEthnicity,"Asian, NH",4423
2021-02,Any Mental Health,RaceEthnicity,"Black, NH",5835
2021-02,Any Mental Health,RaceEthnicity,Hispanic,6142
2021-02,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5689
2021-02,Any Mental Health,RaceEthnicity,"NHOPI, NH",5729
2021-02,Any Mental Health,RaceEthnicity,"White, NH",7812
2021-01,Any Mental Health,RaceEthnicity,"AI/AN, NH",8544
2021-01,Any Mental Health,RaceEthnicity,All,6732
2021-01,Any Mental Health,RaceEthnicity,"Asian, NH",4562
2021-01,Any Mental Health,RaceEthnicity,"Black, NH",5600
2021-01,Any Mental Health,RaceEthnicity,Hispanic,6122
2021-01,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5546
2021-01,Any Mental Health,RaceEthnicity,"NHOPI, NH",5042
2021-01,Any Mental Health,RaceEthnicity,"White, NH",7678
2020-12,Any Mental Health,RaceEthnicity,"AI/AN, NH",8496
2020-12,Any Mental Health,RaceEthnicity,All,6488
2020-12,Any Mental Health,RaceEthnicity,"Asian, NH",4256
2020-12,Any Mental Health,RaceEthnicity,"Black, NH",5515
2020-12,Any Mental Health,RaceEthnicity,Hispanic,5877
2020-12,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5322
2020-12,Any Mental Health,RaceEthnicity,"NHOPI, NH",5142
2020-12,Any Mental Health,RaceEthnicity,"White, NH",7383
2020-11,Any Mental Health,RaceEthnicity,"AI/AN, NH",7923
2020-11,Any Mental Health,RaceEthnicity,All,6536
2020-11,Any Mental Health,RaceEthnicity,"Asian, NH",4360
2020-11,Any Mental Health,RaceEthnicity,"Black, NH",5531
2020-11,Any Mental Health,RaceEthnicity,Hispanic,5822
2020-11,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5455
2020-11,Any Mental Health,RaceEthnicity,"NHOPI, NH",4969
2020-11,Any Mental Health,RaceEthnicity,"White, NH",7480
2020-10,Any Mental Health,RaceEthnicity,"AI/AN, NH",8275
2020-10,Any Mental Health,RaceEthnicity,All,6878
2020-10,Any Mental Health,RaceEthnicity,"Asian, NH",4707
2020-10,Any Mental Health,RaceEthnicity,"Black, NH",5856
2020-10,Any Mental Health,RaceEthnicity,Hispanic,6127
2020-10,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5626
2020-10,Any Mental Health,RaceEthnicity,"NHOPI, NH",5283
2020-10,Any Mental Health,RaceEthnicity,"White, NH",7922
2020-09,Any Mental Health,RaceEthnicity,"AI/AN, NH",8158
2020-09,Any Mental Health,RaceEthnicity,All,7162
2020-09,Any Mental Health,RaceEthnicity,"Asian, NH",4895
2020-09,Any Mental Health,RaceEthnicity,"Black, NH",6131
2020-09,Any Mental Health,RaceEthnicity,Hispanic,6468
2020-09,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5811
2020-09,Any Mental Health,RaceEthnicity,"NHOPI, NH",5641
2020-09,Any Mental Health,RaceEthnicity,"White, NH",8241
2020-08,Any Mental Health,RaceEthnicity,"AI/AN, NH",8060
2020-08,Any Mental Health,RaceEthnicity,All,7154
2020-08,Any Mental Health,RaceEthnicity,"Asian, NH",4648
2020-08,Any Mental Health,RaceEthnicity,"Black, NH",6179
2020-08,Any Mental Health,RaceEthnicity,Hispanic,6362
2020-08,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5746
2020-08,Any Mental Health,RaceEthnicity,"NHOPI, NH",5285
2020-08,Any Mental Health,RaceEthnicity,"White, NH",8222
2020-07,Any Mental Health,RaceEthnicity,"AI/AN, NH",7844
2020-07,Any Mental Health,RaceEthnicity,All,6988
2020-07,Any Mental Health,RaceEthnicity,"Asian, NH",4565
2020-07,Any Mental Health,RaceEthnicity,"Black, NH",6006
2020-07,Any Mental Health,RaceEthnicity,Hispanic,5990
2020-07,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5611
2020-07,Any Mental Health,RaceEthnicity,"NHOPI, NH",4945
2020-07,Any Mental Health,RaceEthnicity,"White, NH",8089
2020-06,Any Mental Health,RaceEthnicity,"AI/AN, NH",8218
2020-06,Any Mental Health,RaceEthnicity,All,7197
2020-06,Any Mental Health,RaceEthnicity,"Asian, NH",4685
2020-06,Any Mental Health,RaceEthnicity,"Black, NH",6158
2020-06,Any Mental Health,RaceEthnicity,Hispanic,6193
2020-06,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",5895
2020-06,Any Mental Health,RaceEthnicity,"NHOPI, NH",5106
2020-06,Any Mental Health,RaceEthnicity,"White, NH",8190
2020-05,Any Mental Health,RaceEthnicity,"AI/AN, NH",8435
2020-05,Any Mental Health,RaceEthnicity,All,7718
2020-05,Any Mental Health,RaceEthnicity,"Asian, NH",4718
2020-05,Any Mental Health,RaceEthnicity,"Black, NH",6776
2020-05,Any Mental Health,RaceEthnicity,Hispanic,6801
2020-05,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",6237
2020-05,Any Mental Health,RaceEthnicity,"NHOPI, NH",5503
2020-05,Any Mental Health,RaceEthnicity,"White, NH",8580
2020-04,Any Mental Health,RaceEthnicity,"AI/AN, NH",8923
2020-04,Any Mental Health,RaceEthnicity,All,7815
2020-04,Any Mental Health,RaceEthnicity,"Asian, NH",4673
2020-04,Any Mental Health,RaceEthnicity,"Black, NH",6975
2020-04,Any Mental Health,RaceEthnicity,Hispanic,6749
2020-04,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",6225
2020-04,Any Mental Health,RaceEthnicity,"NHOPI, NH",5436
2020-04,Any Mental Health,RaceEthnicity,"White, NH",8809
2020-03,Any Mental Health,RaceEthnicity,"AI/AN, NH",6749
2020-03,Any Mental Health,RaceEthnicity,All,6274
2020-03,Any Mental Health,RaceEthnicity,"Asian, NH",3710
2020-03,Any Mental Health,RaceEthnicity,"Black, NH",5146
2020-03,Any Mental Health,RaceEthnicity,Hispanic,5012
2020-03,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4841
2020-03,Any Mental Health,RaceEthnicity,"NHOPI, NH",3841
2020-03,Any Mental Health,RaceEthnicity,"White, NH",7495
2020-02,Any Mental Health,RaceEthnicity,"AI/AN, NH",6530
2020-02,Any Mental Health,RaceEthnicity,All,5971
2020-02,Any Mental Health,RaceEthnicity,"Asian, NH",3532
2020-02,Any Mental Health,RaceEthnicity,"Black, NH",4802
2020-02,Any Mental Health,RaceEthnicity,Hispanic,4713
2020-02,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4592
2020-02,Any Mental Health,RaceEthnicity,"NHOPI, NH",3607
2020-02,Any Mental Health,RaceEthnicity,"White, NH",7119
2020-01,Any Mental Health,RaceEthnicity,"AI/AN, NH",6186
2020-01,Any Mental Health,RaceEthnicity,All,5817
2020-01,Any Mental Health,RaceEthnicity,"Asian, NH",3350
2020-01,Any Mental Health,RaceEthnicity,"Black, NH",4706
2020-01,Any Mental Health,RaceEthnicity,Hispanic,4531
2020-01,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4465
2020-01,Any Mental Health,RaceEthnicity,"NHOPI, NH",3468
2020-01,Any Mental Health,RaceEthnicity,"White, NH",7023
2019-12,Any Mental Health,RaceEthnicity,"AI/AN, NH",6054
2019-12,Any Mental Health,RaceEthnicity,All,5576
2019-12,Any Mental Health,RaceEthnicity,"Asian, NH",3265
2019-12,Any Mental Health,RaceEthnicity,"Black, NH",4508
2019-12,Any Mental Health,RaceEthnicity,Hispanic,4538
2019-12,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4172
2019-12,Any Mental Health,RaceEthnicity,"NHOPI, NH",3427
2019-12,Any Mental Health,RaceEthnicity,"White, NH",6693
2019-11,Any Mental Health,RaceEthnicity,"AI/AN, NH",6648
2019-11,Any Mental Health,RaceEthnicity,All,5881
2019-11,Any Mental Health,RaceEthnicity,"Asian, NH",3625
2019-11,Any Mental Health,RaceEthnicity,"Black, NH",4815
2019-11,Any Mental Health,RaceEthnicity,Hispanic,4804
2019-11,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4552
2019-11,Any Mental Health,RaceEthnicity,"NHOPI, NH",3903
2019-11,Any Mental Health,RaceEthnicity,"White, NH",6931
2019-10,Any Mental Health,RaceEthnicity,"AI/AN, NH",6644
2019-10,Any Mental Health,RaceEthnicity,All,6109
2019-10,Any Mental Health,RaceEthnicity,"Asian, NH",3735
2019-10,Any Mental Health,RaceEthnicity,"Black, NH",4949
2019-10,Any Mental Health,RaceEthnicity,Hispanic,5078
2019-10,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4949
2019-10,Any Mental Health,RaceEthnicity,"NHOPI, NH",4233
2019-10,Any Mental Health,RaceEthnicity,"White, NH",7222
2019-09,Any Mental Health,RaceEthnicity,"AI/AN, NH",6643
2019-09,Any Mental Health,RaceEthnicity,All,6077
2019-09,Any Mental Health,RaceEthnicity,"Asian, NH",3700
2019-09,Any Mental Health,RaceEthnicity,"Black, NH",4923
2019-09,Any Mental Health,RaceEthnicity,Hispanic,5042
2019-09,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4874
2019-09,Any Mental Health,RaceEthnicity,"NHOPI, NH",3806
2019-09,Any Mental Health,RaceEthnicity,"White, NH",7183
2019-08,Any Mental Health,RaceEthnicity,"AI/AN, NH",6510
2019-08,Any Mental Health,RaceEthnicity,All,6153
2019-08,Any Mental Health,RaceEthnicity,"Asian, NH",3579
2019-08,Any Mental Health,RaceEthnicity,"Black, NH",5072
2019-08,Any Mental Health,RaceEthnicity,Hispanic,5151
2019-08,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4891
2019-08,Any Mental Health,RaceEthnicity,"NHOPI, NH",3803
2019-08,Any Mental Health,RaceEthnicity,"White, NH",7204
2019-07,Any Mental Health,RaceEthnicity,"AI/AN, NH",6653
2019-07,Any Mental Health,RaceEthnicity,All,6009
2019-07,Any Mental Health,RaceEthnicity,"Asian, NH",3633
2019-07,Any Mental Health,RaceEthnicity,"Black, NH",5059
2019-07,Any Mental Health,RaceEthnicity,Hispanic,5122
2019-07,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4706
2019-07,Any Mental Health,RaceEthnicity,"NHOPI, NH",3948
2019-07,Any Mental Health,RaceEthnicity,"White, NH",7013
2019-06,Any Mental Health,RaceEthnicity,"AI/AN, NH",6817
2019-06,Any Mental Health,RaceEthnicity,All,5849
2019-06,Any Mental Health,RaceEthnicity,"Asian, NH",3597
2019-06,Any Mental Health,RaceEthnicity,"Black, NH",4916
2019-06,Any Mental Health,RaceEthnicity,Hispanic,4920
2019-06,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4575
2019-06,Any Mental Health,RaceEthnicity,"NHOPI, NH",3654
2019-06,Any Mental Health,RaceEthnicity,"White, NH",6845
2019-05,Any Mental Health,RaceEthnicity,"AI/AN, NH",6866
2019-05,Any Mental Health,RaceEthnicity,All,5870
2019-05,Any Mental Health,RaceEthnicity,"Asian, NH",3679
2019-05,Any Mental Health,RaceEthnicity,"Black, NH",4857
2019-05,Any Mental Health,RaceEthnicity,Hispanic,4830
2019-05,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4555
2019-05,Any Mental Health,RaceEthnicity,"NHOPI, NH",3618
2019-05,Any Mental Health,RaceEthnicity,"White, NH",6935
2019-04,Any Mental Health,RaceEthnicity,"AI/AN, NH",6885
2019-04,Any Mental Health,RaceEthnicity,All,5861
2019-04,Any Mental Health,RaceEthnicity,"Asian, NH",3534
2019-04,Any Mental Health,RaceEthnicity,"Black, NH",4861
2019-04,Any Mental Health,RaceEthnicity,Hispanic,4703
2019-04,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4534
2019-04,Any Mental Health,RaceEthnicity,"NHOPI, NH",3618
2019-04,Any Mental Health,RaceEthnicity,"White, NH",6936
2019-03,Any Mental Health,RaceEthnicity,"AI/AN, NH",6418
2019-03,Any Mental Health,RaceEthnicity,All,5659
2019-03,Any Mental Health,RaceEthnicity,"Asian, NH",3447
2019-03,Any Mental Health,RaceEthnicity,"Black, NH",4653
2019-03,Any Mental Health,RaceEthnicity,Hispanic,4423
2019-03,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4378
2019-03,Any Mental Health,RaceEthnicity,"NHOPI, NH",3253
2019-03,Any Mental Health,RaceEthnicity,"White, NH",6699
2019-02,Any Mental Health,RaceEthnicity,"AI/AN, NH",6416
2019-02,Any Mental Health,RaceEthnicity,All,5518
2019-02,Any Mental Health,RaceEthnicity,"Asian, NH",3590
2019-02,Any Mental Health,RaceEthnicity,"Black, NH",4556
2019-02,Any Mental Health,RaceEthnicity,Hispanic,4365
2019-02,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4286
2019-02,Any Mental Health,RaceEthnicity,"NHOPI, NH",3107
2019-02,Any Mental Health,RaceEthnicity,"White, NH",6551
2019-01,Any Mental Health,RaceEthnicity,"AI/AN, NH",6522
2019-01,Any Mental Health,RaceEthnicity,All,5383
2019-01,Any Mental Health,RaceEthnicity,"Asian, NH",3415
2019-01,Any Mental Health,RaceEthnicity,"Black, NH",4487
2019-01,Any Mental Health,RaceEthnicity,Hispanic,4332
2019-01,Any Mental Health,RaceEthnicity,"Multiple/Other, NH",4250
2019-01,Any Mental Health,RaceEthnicity,"NHOPI, NH",3178
2019-01,Any Mental Health,RaceEthnicity,"White, NH",6368
2025-12,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",297
2025-12,Bipolar Disorders,RaceEthnicity,All,408
2025-12,Bipolar Disorders,RaceEthnicity,"Asian, NH",202
2025-12,Bipolar Disorders,RaceEthnicity,"Black, NH",359
2025-12,Bipolar Disorders,RaceEthnicity,Hispanic,239
2025-12,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",285
2025-12,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",250
2025-12,Bipolar Disorders,RaceEthnicity,"White, NH",503
2025-11,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",367
2025-11,Bipolar Disorders,RaceEthnicity,All,452
2025-11,Bipolar Disorders,RaceEthnicity,"Asian, NH",227
2025-11,Bipolar Disorders,RaceEthnicity,"Black, NH",404
2025-11,Bipolar Disorders,RaceEthnicity,Hispanic,265
2025-11,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",338
2025-11,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",220
2025-11,Bipolar Disorders,RaceEthnicity,"White, NH",549
2025-10,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",330
2025-10,Bipolar Disorders,RaceEthnicity,All,461
2025-10,Bipolar Disorders,RaceEthnicity,"Asian, NH",223
2025-10,Bipolar Disorders,RaceEthnicity,"Black, NH",406
2025-10,Bipolar Disorders,RaceEthnicity,Hispanic,264
2025-10,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",349
2025-10,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",259
2025-10,Bipolar Disorders,RaceEthnicity,"White, NH",563
2025-09,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",347
2025-09,Bipolar Disorders,RaceEthnicity,All,454
2025-09,Bipolar Disorders,RaceEthnicity,"Asian, NH",218
2025-09,Bipolar Disorders,RaceEthnicity,"Black, NH",390
2025-09,Bipolar Disorders,RaceEthnicity,Hispanic,270
2025-09,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",339
2025-09,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",304
2025-09,Bipolar Disorders,RaceEthnicity,"White, NH",554
2025-08,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",326
2025-08,Bipolar Disorders,RaceEthnicity,All,461
2025-08,Bipolar Disorders,RaceEthnicity,"Asian, NH",226
2025-08,Bipolar Disorders,RaceEthnicity,"Black, NH",406
2025-08,Bipolar Disorders,RaceEthnicity,Hispanic,272
2025-08,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",337
2025-08,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",234
2025-08,Bipolar Disorders,RaceEthnicity,"White, NH",556
2025-07,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",391
2025-07,Bipolar Disorders,RaceEthnicity,All,471
2025-07,Bipolar Disorders,RaceEthnicity,"Asian, NH",227
2025-07,Bipolar Disorders,RaceEthnicity,"Black, NH",414
2025-07,Bipolar Disorders,RaceEthnicity,Hispanic,285
2025-07,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",347
2025-07,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",244
2025-07,Bipolar Disorders,RaceEthnicity,"White, NH",563
2025-06,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",339
2025-06,Bipolar Disorders,RaceEthnicity,All,469
2025-06,Bipolar Disorders,RaceEthnicity,"Asian, NH",248
2025-06,Bipolar Disorders,RaceEthnicity,"Black, NH",412
2025-06,Bipolar Disorders,RaceEthnicity,Hispanic,279
2025-06,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",349
2025-06,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",277
2025-06,Bipolar Disorders,RaceEthnicity,"White, NH",564
2025-05,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",368
2025-05,Bipolar Disorders,RaceEthnicity,All,456
2025-05,Bipolar Disorders,RaceEthnicity,"Asian, NH",209
2025-05,Bipolar Disorders,RaceEthnicity,"Black, NH",393
2025-05,Bipolar Disorders,RaceEthnicity,Hispanic,256
2025-05,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",329
2025-05,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",240
2025-05,Bipolar Disorders,RaceEthnicity,"White, NH",564
2025-04,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",395
2025-04,Bipolar Disorders,RaceEthnicity,All,457
2025-04,Bipolar Disorders,RaceEthnicity,"Asian, NH",236
2025-04,Bipolar Disorders,RaceEthnicity,"Black, NH",394
2025-04,Bipolar Disorders,RaceEthnicity,Hispanic,252
2025-04,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",317
2025-04,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",230
2025-04,Bipolar Disorders,RaceEthnicity,"White, NH",569
2025-03,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",396
2025-03,Bipolar Disorders,RaceEthnicity,All,455
2025-03,Bipolar Disorders,RaceEthnicity,"Asian, NH",238
2025-03,Bipolar Disorders,RaceEthnicity,"Black, NH",395
2025-03,Bipolar Disorders,RaceEthnicity,Hispanic,249
2025-03,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",328
2025-03,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",231
2025-03,Bipolar Disorders,RaceEthnicity,"White, NH",563
2025-02,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",349
2025-02,Bipolar Disorders,RaceEthnicity,All,429
2025-02,Bipolar Disorders,RaceEthnicity,"Asian, NH",223
2025-02,Bipolar Disorders,RaceEthnicity,"Black, NH",370
2025-02,Bipolar Disorders,RaceEthnicity,Hispanic,228
2025-02,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",320
2025-02,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",257
2025-02,Bipolar Disorders,RaceEthnicity,"White, NH",535
2025-01,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",379
2025-01,Bipolar Disorders,RaceEthnicity,All,421
2025-01,Bipolar Disorders,RaceEthnicity,"Asian, NH",200
2025-01,Bipolar Disorders,RaceEthnicity,"Black, NH",372
2025-01,Bipolar Disorders,RaceEthnicity,Hispanic,231
2025-01,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",288
2025-01,Bipolar Disorders,RaceEthnicity,"NHOPI, NH",215
2025-01,Bipolar Disorders,RaceEthnicity,"White, NH",528
2024-12,Bipolar Disorders,RaceEthnicity,"AI/AN, NH",361
2024-12,Bipolar Disorders,RaceEthnicity,All,406
2024-12,Bipolar Disorders,RaceEthnicity,"Asian, NH",219
2024-12,Bipolar Disorders,RaceEthnicity,"Black, NH",361
2024-12,Bipolar Disorders,RaceEthnicity,Hispanic,221
2024-12,Bipolar Disorders,RaceEthnicity,"Multiple/Other, NH",264
