month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2023-12,Any Mental Health,Age,12-17 years,6137
2023-12,Any Mental Health,Age,18-34 years,5604
2023-12,Any Mental Health,Age,35-64 years,5628
2023-12,Any Mental Health,Age,65+ years,4375
2023-12,Any Mental Health,Age,All,4583
2023-11,Any Mental Health,Age,12-17 years,7148
2023-11,Any Mental Health,Age,18-34 years,5988
2023-11,Any Mental Health,Age,35-64 years,5975
2023-11,Any Mental Health,Age,65+ years,4477
2023-11,Any Mental Health,Age,All,4912
2023-10,Any Mental Health,Age,12-17 years,7229
2023-10,Any Mental Health,Age,18-34 years,6230
2023-10,Any Mental Health,Age,35-64 years,6128
2023-10,Any Mental Health,Age,65+ years,4548
2023-10,Any Mental Health,Age,All,5137
2023-09,Any Mental Health,Age,12-17 years,6722
2023-09,Any Mental Health,Age,18-34 years,6161
2023-09,Any Mental Health,Age,35-64 years,6052
2023-09,Any Mental Health,Age,65+ years,4460
2023-09,Any Mental Health,Age,All,5104
2023-08,Any Mental Health,Age,12-17 years,6592
2023-08,Any Mental Health,Age,18-34 years,6225
2023-08,Any Mental Health,Age,35-64 years,6045
2023-08,Any Mental Health,Age,65+ years,4480
2023-08,Any Mental Health,Age,All,5173
2023-07,Any Mental Health,Age,12-17 years,6836
2023-07,Any Mental Health,Age,18-34 years,6304
2023-07,Any Mental Health,Age,35-64 years,6129
2023-07,Any Mental Health,Age,65+ years,4478
2023-07,Any Mental Health,Age,All,5244
2023-06,Any Mental Health,Age,12-17 years,7117
2023-06,Any Mental Health,Age,18-34 years,6308
2023-06,Any Mental Health,Age,35-64 years,6174
2023-06,Any Mental Health,Age,65+ years,4539
2023-06,Any Mental Health,Age,All,5234
2023-05,Any Mental Health,Age,12-17 years,7951
2023-05,Any Mental Health,Age,18-34 years,6364
2023-05,Any Mental Health,Age,35-64 years,6195
2023-05,Any Mental Health,Age,65+ years,4555
2023-05,Any Mental Health,Age,All,5224
2023-04,Any Mental Health,Age,12-17 years,8278
2023-04,Any Mental Health,Age,18-34 years,6520
2023-04,Any Mental Health,Age,35-64 years,6338
2023-04,Any Mental Health,Age,65+ years,4665
2023-04,Any Mental Health,Age,All,5352
2023-03,Any Mental Health,Age,12-17 years,8951
2023-03,Any Mental Health,Age,18-34 years,6554
2023-03,Any Mental Health,Age,35-64 years,6394
2023-03,Any Mental Health,Age,65+ years,4714
2023-03,Any Mental Health,Age,All,5419
2023-02,Any Mental Health,Age,12-17 years,8955
2023-02,Any Mental Health,Age,18-34 years,6655
2023-02,Any Mental Health,Age,35-64 years,6410
2023-02,Any Mental Health,Age,65+ years,4729
2023-02,Any Mental Health,Age,All,5462
2023-01,Any Mental Health,Age,12-17 years,8982
2023-01,Any Mental Health,Age,18-34 years,6679
2023-01,Any Mental Health,Age,35-64 years,6379
2023-01,Any Mental Health,Age,65+ years,4715
2023-01,Any Mental Health,Age,All,5516
2022-12,Any Mental Health,Age,12-17 years,6843
2022-12,Any Mental Health,Age,18-34 years,5895
2022-12,Any Mental Health,Age,35-64 years,5892
2022-12,Any Mental Health,Age,65+ years,4451
2022-12,Any Mental Health,Age,All,4810
2022-11,Any Mental Health,Age,12-17 years,6713
2022-11,Any Mental Health,Age,18-34 years,5820
2022-11,Any Mental Health,Age,35-64 years,5872
2022-11,Any Mental Health,Age,65+ years,4456
2022-11,Any Mental Health,Age,All,4655
2022-10,Any Mental Health,Age,12-17 years,7194
2022-10,Any Mental Health,Age,18-34 years,6286
2022-10,Any Mental Health,Age,35-64 years,6091
2022-10,Any Mental Health,Age,65+ years,4535
2022-10,Any Mental Health,Age,All,4965
2022-09,Any Mental Health,Age,12-17 years,7354
2022-09,Any Mental Health,Age,18-34 years,6377
2022-09,Any Mental Health,Age,35-64 years,6117
2022-09,Any Mental Health,Age,65+ years,4354
2022-09,Any Mental Health,Age,All,5087
2022-08,Any Mental Health,Age,12-17 years,6749
2022-08,Any Mental Health,Age,18-34 years,6347
2022-08,Any Mental Health,Age,35-64 years,6142
2022-08,Any Mental Health,Age,65+ years,4334
2022-08,Any Mental Health,Age,All,5150
2022-07,Any Mental Health,Age,12-17 years,6954
2022-07,Any Mental Health,Age,18-34 years,6338
2022-07,Any Mental Health,Age,35-64 years,6118
2022-07,Any Mental Health,Age,65+ years,4259
2022-07,Any Mental Health,Age,All,5152
2022-06,Any Mental Health,Age,12-17 years,7343
2022-06,Any Mental Health,Age,18-34 years,6402
2022-06,Any Mental Health,Age,35-64 years,6235
2022-06,Any Mental Health,Age,65+ years,4328
2022-06,Any Mental Health,Age,All,5193
2022-05,Any Mental Health,Age,12-17 years,8214
2022-05,Any Mental Health,Age,18-34 years,6553
2022-05,Any Mental Health,Age,35-64 years,6326
2022-05,Any Mental Health,Age,65+ years,4341
2022-05,Any Mental Health,Age,All,5263
2022-04,Any Mental Health,Age,12-17 years,8672
2022-04,Any Mental Health,Age,18-34 years,6801
2022-04,Any Mental Health,Age,35-64 years,6609
2022-04,Any Mental Health,Age,65+ years,4539
2022-04,Any Mental Health,Age,All,5541
2022-03,Any Mental Health,Age,12-17 years,9899
2022-03,Any Mental Health,Age,18-34 years,7146
2022-03,Any Mental Health,Age,35-64 years,6833
2022-03,Any Mental Health,Age,65+ years,4590
2022-03,Any Mental Health,Age,All,5824
2022-02,Any Mental Health,Age,12-17 years,10463
2022-02,Any Mental Health,Age,18-34 years,7454
2022-02,Any Mental Health,Age,35-64 years,6961
2022-02,Any Mental Health,Age,65+ years,4658
2022-02,Any Mental Health,Age,All,6041
2022-01,Any Mental Health,Age,12-17 years,7971
2022-01,Any Mental Health,Age,18-34 years,6067
2022-01,Any Mental Health,Age,35-64 years,6046
2022-01,Any Mental Health,Age,65+ years,4418
2022-01,Any Mental Health,Age,All,5196
2021-12,Any Mental Health,Age,12-17 years,7904
2021-12,Any Mental Health,Age,18-34 years,5750
2021-12,Any Mental Health,Age,35-64 years,5908
2021-12,Any Mental Health,Age,65+ years,4332
2021-12,Any Mental Health,Age,All,4937
2021-11,Any Mental Health,Age,12-17 years,9054
2021-11,Any Mental Health,Age,18-34 years,6633
2021-11,Any Mental Health,Age,35-64 years,6448
2021-11,Any Mental Health,Age,65+ years,4502
2021-11,Any Mental Health,Age,All,5430
2021-10,Any Mental Health,Age,12-17 years,8660
2021-10,Any Mental Health,Age,18-34 years,6891
2021-10,Any Mental Health,Age,35-64 years,6684
2021-10,Any Mental Health,Age,65+ years,4612
2021-10,Any Mental Health,Age,All,5627
2021-09,Any Mental Health,Age,12-17 years,7511
2021-09,Any Mental Health,Age,18-34 years,6591
2021-09,Any Mental Health,Age,35-64 years,6528
2021-09,Any Mental Health,Age,65+ years,4638
2021-09,Any Mental Health,Age,All,5452
2021-08,Any Mental Health,Age,12-17 years,6303
2021-08,Any Mental Health,Age,18-34 years,6236
2021-08,Any Mental Health,Age,35-64 years,6286
2021-08,Any Mental Health,Age,65+ years,4583
2021-08,Any Mental Health,Age,All,5228
2021-07,Any Mental Health,Age,12-17 years,7180
2021-07,Any Mental Health,Age,18-34 years,6581
2021-07,Any Mental Health,Age,35-64 years,6615
2021-07,Any Mental Health,Age,65+ years,4705
2021-07,Any Mental Health,Age,All,5521
2021-06,Any Mental Health,Age,12-17 years,8219
2021-06,Any Mental Health,Age,18-34 years,7059
2021-06,Any Mental Health,Age,35-64 years,6951
2021-06,Any Mental Health,Age,65+ years,4810
2021-06,Any Mental Health,Age,All,5854
2021-05,Any Mental Health,Age,12-17 years,9717
2021-05,Any Mental Health,Age,18-34 years,7306
2021-05,Any Mental Health,Age,35-64 years,7068
2021-05,Any Mental Health,Age,65+ years,4876
2021-05,Any Mental Health,Age,All,6068
2021-04,Any Mental Health,Age,12-17 years,9894
2021-04,Any Mental Health,Age,18-34 years,7341
2021-04,Any Mental Health,Age,35-64 years,7124
2021-04,Any Mental Health,Age,65+ years,4939
2021-04,Any Mental Health,Age,All,6194
2021-03,Any Mental Health,Age,12-17 years,11115
2021-03,Any Mental Health,Age,18-34 years,7851
2021-03,Any Mental Health,Age,35-64 years,7611
2021-03,Any Mental Health,Age,65+ years,5228
2021-03,Any Mental Health,Age,All,6678
2021-02,Any Mental Health,Age,12-17 years,11789
2021-02,Any Mental Health,Age,18-34 years,8141
2021-02,Any Mental Health,Age,35-64 years,7778
2021-02,Any Mental Health,Age,65+ years,5302
2021-02,Any Mental Health,Age,All,6918
2021-01,Any Mental Health,Age,12-17 years,10969
2021-01,Any Mental Health,Age,18-34 years,7753
2021-01,Any Mental Health,Age,35-64 years,7614
2021-01,Any Mental Health,Age,65+ years,5269
2021-01,Any Mental Health,Age,All,6732
2020-12,Any Mental Health,Age,12-17 years,10329
2020-12,Any Mental Health,Age,18-34 years,7515
2020-12,Any Mental Health,Age,35-64 years,7337
2020-12,Any Mental Health,Age,65+ years,5114
2020-12,Any Mental Health,Age,All,6488
2020-11,Any Mental Health,Age,12-17 years,10341
2020-11,Any Mental Health,Age,18-34 years,7451
2020-11,Any Mental Health,Age,35-64 years,7421
2020-11,Any Mental Health,Age,65+ years,5225
2020-11,Any Mental Health,Age,All,6536
2020-10,Any Mental Health,Age,12-17 years,10225
2020-10,Any Mental Health,Age,18-34 years,7839
2020-10,Any Mental Health,Age,35-64 years,7890
2020-10,Any Mental Health,Age,65+ years,5460
2020-10,Any Mental Health,Age,All,6878
2020-09,Any Mental Health,Age,12-17 years,9904
2020-09,Any Mental Health,Age,18-34 years,8178
2020-09,Any Mental Health,Age,35-64 years,8308
2020-09,Any Mental Health,Age,65+ years,5692
2020-09,Any Mental Health,Age,All,7162
2020-08,Any Mental Health,Age,12-17 years,8995
2020-08,Any Mental Health,Age,18-34 years,8160
2020-08,Any Mental Health,Age,35-64 years,8295
2020-08,Any Mental Health,Age,65+ years,5772
2020-08,Any Mental Health,Age,All,7154
2020-07,Any Mental Health,Age,12-17 years,8547
2020-07,Any Mental Health,Age,18-34 years,7939
2020-07,Any Mental Health,Age,35-64 years,8072
2020-07,Any Mental Health,Age,65+ years,5645
2020-07,Any Mental Health,Age,All,6988
2020-06,Any Mental Health,Age,12-17 years,8999
2020-06,Any Mental Health,Age,18-34 years,8219
2020-06,Any Mental Health,Age,35-64 years,8356
2020-06,Any Mental Health,Age,65+ years,5690
2020-06,Any Mental Health,Age,All,7197
2020-05,Any Mental Health,Age,12-17 years,10595
2020-05,Any Mental Health,Age,18-34 years,9033
2020-05,Any Mental Health,Age,35-64 years,8883
2020-05,Any Mental Health,Age,65+ years,5849
2020-05,Any Mental Health,Age,All,7718
2020-04,Any Mental Health,Age,12-17 years,11827
2020-04,Any Mental Health,Age,18-34 years,9208
2020-04,Any Mental Health,Age,35-64 years,8871
2020-04,Any Mental Health,Age,65+ years,5761
2020-04,Any Mental Health,Age,All,7815
2020-03,Any Mental Health,Age,12-17 years,9053
2020-03,Any Mental Health,Age,18-34 years,7173
2020-03,Any Mental Health,Age,35-64 years,7510
2020-03,Any Mental Health,Age,65+ years,5281
2020-03,Any Mental Health,Age,All,6274
2020-02,Any Mental Health,Age,12-17 years,8246
2020-02,Any Mental Health,Age,18-34 years,7001
2020-02,Any Mental Health,Age,35-64 years,7414
2020-02,Any Mental Health,Age,65+ years,5245
2020-02,Any Mental Health,Age,All,5971
2020-01,Any Mental Health,Age,12-17 years,8003
2020-01,Any Mental Health,Age,18-34 years,6780
2020-01,Any Mental Health,Age,35-64 years,7305
2020-01,Any Mental Health,Age,65+ years,5041
2020-01,Any Mental Health,Age,All,5817
2019-12,Any Mental Health,Age,12-17 years,7469
2019-12,Any Mental Health,Age,18-34 years,6640
2019-12,Any Mental Health,Age,35-64 years,7224
2019-12,Any Mental Health,Age,65+ years,4908
2019-12,Any Mental Health,Age,All,5576
2019-11,Any Mental Health,Age,12-17 years,8200
2019-11,Any Mental Health,Age,18-34 years,7048
2019-11,Any Mental Health,Age,35-64 years,7436
2019-11,Any Mental Health,Age,65+ years,4935
2019-11,Any Mental Health,Age,All,5881
2019-10,Any Mental Health,Age,12-17 years,8356
2019-10,Any Mental Health,Age,18-34 years,7150
2019-10,Any Mental Health,Age,35-64 years,7477
2019-10,Any Mental Health,Age,65+ years,5035
2019-10,Any Mental Health,Age,All,6109
2019-09,Any Mental Health,Age,12-17 years,7537
2019-09,Any Mental Health,Age,18-34 years,7121
2019-09,Any Mental Health,Age,35-64 years,7430
2019-09,Any Mental Health,Age,65+ years,5038
2019-09,Any Mental Health,Age,All,6077
2019-08,Any Mental Health,Age,12-17 years,6982
2019-08,Any Mental Health,Age,18-34 years,7142
2019-08,Any Mental Health,Age,35-64 years,7538
2019-08,Any Mental Health,Age,65+ years,5093
2019-08,Any Mental Health,Age,All,6153
2019-07,Any Mental Health,Age,12-17 years,6773
2019-07,Any Mental Health,Age,18-34 years,6960
2019-07,Any Mental Health,Age,35-64 years,7359
2019-07,Any Mental Health,Age,65+ years,4972
2019-07,Any Mental Health,Age,All,6009
2019-06,Any Mental Health,Age,12-17 years,6941
2019-06,Any Mental Health,Age,18-34 years,6784
2019-06,Any Mental Health,Age,35-64 years,7251
2019-06,Any Mental Health,Age,65+ years,4867
2019-06,Any Mental Health,Age,All,5849
2019-05,Any Mental Health,Age,12-17 years,8041
2019-05,Any Mental Health,Age,18-34 years,6867
2019-05,Any Mental Health,Age,35-64 years,7238
2019-05,Any Mental Health,Age,65+ years,4824
2019-05,Any Mental Health,Age,All,5870
2019-04,Any Mental Health,Age,12-17 years,8128
2019-04,Any Mental Health,Age,18-34 years,6895
2019-04,Any Mental Health,Age,35-64 years,7262
2019-04,Any Mental Health,Age,65+ years,4791
2019-04,Any Mental Health,Age,All,5861
2019-03,Any Mental Health,Age,12-17 years,7846
2019-03,Any Mental Health,Age,18-34 years,6704
2019-03,Any Mental Health,Age,35-64 years,7090
2019-03,Any Mental Health,Age,65+ years,4703
2019-03,Any Mental Health,Age,All,5659
2019-02,Any Mental Health,Age,12-17 years,7677
2019-02,Any Mental Health,Age,18-34 years,6584
2019-02,Any Mental Health,Age,35-64 years,6872
2019-02,Any Mental Health,Age,65+ years,4630
2019-02,Any Mental Health,Age,All,5518
2019-01,Any Mental Health,Age,12-17 years,7645
2019-01,Any Mental Health,Age,18-34 years,6286
2019-01,Any Mental Health,Age,35-64 years,6711
2019-01,Any Mental Health,Age,65+ years,4437
2019-01,Any Mental Health,Age,All,5383
2025-12,Bipolar Disorders,Age,12-17 years,162
2025-12,Bipolar Disorders,Age,18-34 years,501
2025-12,Bipolar Disorders,Age,35-64 years,637
2025-12,Bipolar Disorders,Age,65+ years,270
2025-12,Bipolar Disorders,Age,All,408
2025-11,Bipolar Disorders,Age,12-17 years,198
2025-11,Bipolar Disorders,Age,18-34 years,554
2025-11,Bipolar Disorders,Age,35-64 years,696
2025-11,Bipolar Disorders,Age,65+ years,286
2025-11,Bipolar Disorders,Age,All,452
2025-10,Bipolar Disorders,Age,12-17 years,192
2025-10,Bipolar Disorders,Age,18-34 years,562
2025-10,Bipolar Disorders,Age,35-64 years,701
2025-10,Bipolar Disorders,Age,65+ years,291
2025-10,Bipolar Disorders,Age,All,461
2025-09,Bipolar Disorders,Age,12-17 years,177
2025-09,Bipolar Disorders,Age,18-34 years,561
2025-09,Bipolar Disorders,Age,35-64 years,678
2025-09,Bipolar Disorders,Age,65+ years,290
2025-09,Bipolar Disorders,Age,All,454
2025-08,Bipolar Disorders,Age,12-17 years,194
2025-08,Bipolar Disorders,Age,18-34 years,561
2025-08,Bipolar Disorders,Age,35-64 years,682
2025-08,Bipolar Disorders,Age,65+ years,281
2025-08,Bipolar Disorders,Age,All,461
2025-07,Bipolar Disorders,Age,12-17 years,220
2025-07,Bipolar Disorders,Age,18-34 years,577
2025-07,Bipolar Disorders,Age,35-64 years,685
2025-07,Bipolar Disorders,Age,65+ years,275
2025-07,Bipolar Disorders,Age,All,471
2025-06,Bipolar Disorders,Age,12-17 years,212
2025-06,Bipolar Disorders,Age,18-34 years,576
2025-06,Bipolar Disorders,Age,35-64 years,687
2025-06,Bipolar Disorders,Age,65+ years,283
2025-06,Bipolar Disorders,Age,All,469
2025-05,Bipolar Disorders,Age,12-17 years,207
2025-05,Bipolar Disorders,Age,18-34 years,570
2025-05,Bipolar Disorders,Age,35-64 years,688
2025-05,Bipolar Disorders,Age,65+ years,278
2025-05,Bipolar Disorders,Age,All,456
2025-04,Bipolar Disorders,Age,12-17 years,202
2025-04,Bipolar Disorders,Age,18-34 years,577
2025-04,Bipolar Disorders,Age,35-64 years,689
2025-04,Bipolar Disorders,Age,65+ years,280
2025-04,Bipolar Disorders,Age,All,457
2025-03,Bipolar Disorders,Age,12-17 years,200
2025-03,Bipolar Disorders,Age,18-34 years,578
2025-03,Bipolar Disorders,Age,35-64 years,691
2025-03,Bipolar Disorders,Age,65+ years,279
2025-03,Bipolar Disorders,Age,All,455
2025-02,Bipolar Disorders,Age,12-17 years,174
2025-02,Bipolar Disorders,Age,18-34 years,542
2025-02,Bipolar Disorders,Age,35-64 years,649
2025-02,Bipolar Disorders,Age,65+ years,272
2025-02,Bipolar Disorders,Age,All,429
2025-01,Bipolar Disorders,Age,12-17 years,181
2025-01,Bipolar Disorders,Age,18-34 years,522
2025-01,Bipolar Disorders,Age,35-64 years,645
2025-01,Bipolar Disorders,Age,65+ years,267
2025-01,Bipolar Disorders,Age,All,421
2024-12,Bipolar Disorders,Age,12-17 years,169
2024-12,Bipolar Disorders,Age,18-34 years,514
2024-12,Bipolar Disorders,Age,35-64 years,635
2024-12,Bipolar Disorders,Age,65+ years,261
2024-12,Bipolar Disorders,Age,All,406
2024-11,Bipolar Disorders,Age,12-17 years,184
2024-11,Bipolar Disorders,Age,18-34 years,559
2024-11,Bipolar Disorders,Age,35-64 years,686
2024-11,Bipolar Disorders,Age,65+ years,272
2024-11,Bipolar Disorders,Age,All,442
2024-10,Bipolar Disorders,Age,12-17 years,187
2024-10,Bipolar Disorders,Age,18-34 years,563
2024-10,Bipolar Disorders,Age,35-64 years,676
2024-10,Bipolar Disorders,Age,65+ years,267
2024-10,Bipolar Disorders,Age,All,443
2024-09,Bipolar Disorders,Age,12-17 years,184
2024-09,Bipolar Disorders,Age,18-34 years,565
2024-09,Bipolar Disorders,Age,35-64 years,664
2024-09,Bipolar Disorders,Age,65+ years,266
2024-09,Bipolar Disorders,Age,All,442
2024-08,Bipolar Disorders,Age,12-17 years,193
2024-08,Bipolar Disorders,Age,18-34 years,570
2024-08,Bipolar Disorders,Age,35-64 years,676
2024-08,Bipolar Disorders,Age,65+ years,268
2024-08,Bipolar Disorders,Age,All,458
2024-07,Bipolar Disorders,Age,12-17 years,219
2024-07,Bipolar Disorders,Age,18-34 years,573
2024-07,Bipolar Disorders,Age,35-64 years,665
2024-07,Bipolar Disorders,Age,65+ years,268
2024-07,Bipolar Disorders,Age,All,461
2024-06,Bipolar Disorders,Age,12-17 years,205
2024-06,Bipolar Disorders,Age,18-34 years,578
2024-06,Bipolar Disorders,Age,35-64 years,672
2024-06,Bipolar Disorders,Age,65+ years,261
2024-06,Bipolar Disorders,Age,All,457
2024-05,Bipolar Disorders,Age,12-17 years,204
2024-05,Bipolar Disorders,Age,18-34 years,579
2024-05,Bipolar Disorders,Age,35-64 years,669
2024-05,Bipolar Disorders,Age,65+ years,262
2024-05,Bipolar Disorders,Age,All,445
2024-04,Bipolar Disorders,Age,12-17 years,214
2024-04,Bipolar Disorders,Age,18-34 years,581
2024-04,Bipolar Disorders,Age,35-64 years,694
2024-04,Bipolar Disorders,Age,65+ years,274
2024-04,Bipolar Disorders,Age,All,456
2024-03,Bipolar Disorders,Age,12-17 years,202
2024-03,Bipolar Disorders,Age,18-34 years,589
2024-03,Bipolar Disorders,Age,35-64 years,690
2024-03,Bipolar Disorders,Age,65+ years,265
2024-03,Bipolar Disorders,Age,All,451
2024-02,Bipolar Disorders,Age,12-17 years,207
2024-02,Bipolar Disorders,Age,18-34 years,584
2024-02,Bipolar Disorders,Age,35-64 years,690
2024-02,Bipolar Disorders,Age,65+ years,265
2024-02,Bipolar Disorders,Age,All,449
2024-01,Bipolar Disorders,Age,12-17 years,214
2024-01,Bipolar Disorders,Age,18-34 years,581
2024-01,Bipolar Disorders,Age,35-64 years,681
2024-01,Bipolar Disorders,Age,65+ years,264
2024-01,Bipolar Disorders,Age,All,453
2023-12,Bipolar Disorders,Age,12-17 years,186
2023-12,Bipolar Disorders,Age,18-34 years,554
2023-12,Bipolar Disorders,Age,35-64 years,636
2023-12,Bipolar Disorders,Age,65+ years,258
2023-12,Bipolar Disorders,Age,All,412
2023-11,Bipolar Disorders,Age,12-17 years,211
2023-11,Bipolar Disorders,Age,18-34 years,590
2023-11,Bipolar Disorders,Age,35-64 years,689
2023-11,Bipolar Disorders,Age,65+ years,265
2023-11,Bipolar Disorders,Age,All,444
2023-10,Bipolar Disorders,Age,12-17 years,216
2023-10,Bipolar Disorders,Age,18-34 years,607
2023-10,Bipolar Disorders,Age,35-64 years,701
2023-10,Bipolar Disorders,Age,65+ years,268
2023-10,Bipolar Disorders,Age,All,460
2023-09,Bipolar Disorders,Age,12-17 years,202
2023-09,Bipolar Disorders,Age,18-34 years,608
2023-09,Bipolar Disorders,Age,35-64 years,696
2023-09,Bipolar Disorders,Age,65+ years,266
2023-09,Bipolar Disorders,Age,All,463
2023-08,Bipolar Disorders,Age,12-17 years,231
2023-08,Bipolar Disorders,Age,18-34 years,607
2023-08,Bipolar Disorders,Age,35-64 years,694
2023-08,Bipolar Disorders,Age,65+ years,265
2023-08,Bipolar Disorders,Age,All,475
2023-07,Bipolar Disorders,Age,12-17 years,243
2023-07,Bipolar Disorders,Age,18-34 years,621
2023-07,Bipolar Disorders,Age,35-64 years,712
2023-07,Bipolar Disorders,Age,65+ years,267
2023-07,Bipolar Disorders,Age,All,491
2023-06,Bipolar Disorders,Age,12-17 years,251
2023-06,Bipolar Disorders,Age,18-34 years,627
2023-06,Bipolar Disorders,Age,35-64 years,721
2023-06,Bipolar Disorders,Age,65+ years,273
2023-06,Bipolar Disorders,Age,All,490
2023-05,Bipolar Disorders,Age,12-17 years,235
2023-05,Bipolar Disorders,Age,18-34 years,643
2023-05,Bipolar Disorders,Age,35-64 years,722
2023-05,Bipolar Disorders,Age,65+ years,274
2023-05,Bipolar Disorders,Age,All,479
2023-04,Bipolar Disorders,Age,12-17 years,244
2023-04,Bipolar Disorders,Age,18-34 years,652
2023-04,Bipolar Disorders,Age,35-64 years,749
2023-04,Bipolar Disorders,Age,65+ years,275
2023-04,Bipolar Disorders,Age,All,490
2023-03,Bipolar Disorders,Age,12-17 years,266
2023-03,Bipolar Disorders,Age,18-34 years,650
2023-03,Bipolar Disorders,Age,35-64 years,741
2023-03,Bipolar Disorders,Age,65+ years,277
2023-03,Bipolar Disorders,Age,All,487
2023-02,Bipolar Disorders,Age,12-17 years,273
2023-02,Bipolar Disorders,Age,18-34 years,654
2023-02,Bipolar Disorders,Age,35-64 years,735
2023-02,Bipolar Disorders,Age,65+ years,281
2023-02,Bipolar Disorders,Age,All,488
2023-01,Bipolar Disorders,Age,12-17 years,265
2023-01,Bipolar Disorders,Age,18-34 years,664
2023-01,Bipolar Disorders,Age,35-64 years,730
2023-01,Bipolar Disorders,Age,65+ years,273
2023-01,Bipolar Disorders,Age,All,495
2022-12,Bipolar Disorders,Age,12-17 years,213
2022-12,Bipolar Disorders,Age,18-34 years,602
2022-12,Bipolar Disorders,Age,35-64 years,689
2022-12,Bipolar Disorders,Age,65+ years,261
2022-12,Bipolar Disorders,Age,All,444
2022-11,Bipolar Disorders,Age,12-17 years,207
2022-11,Bipolar Disorders,Age,18-34 years,591
2022-11,Bipolar Disorders,Age,35-64 years,697
2022-11,Bipolar Disorders,Age,65+ years,257
2022-11,Bipolar Disorders,Age,All,429
2022-10,Bipolar Disorders,Age,12-17 years,221
2022-10,Bipolar Disorders,Age,18-34 years,626
2022-10,Bipolar Disorders,Age,35-64 years,722
2022-10,Bipolar Disorders,Age,65+ years,273
2022-10,Bipolar Disorders,Age,All,456
2022-09,Bipolar Disorders,Age,12-17 years,240
2022-09,Bipolar Disorders,Age,18-34 years,630
2022-09,Bipolar Disorders,Age,35-64 years,716
2022-09,Bipolar Disorders,Age,65+ years,270
2022-09,Bipolar Disorders,Age,All,469
2022-08,Bipolar Disorders,Age,12-17 years,246
2022-08,Bipolar Disorders,Age,18-34 years,638
2022-08,Bipolar Disorders,Age,35-64 years,725
2022-08,Bipolar Disorders,Age,65+ years,266
2022-08,Bipolar Disorders,Age,All,489
2022-07,Bipolar Disorders,Age,12-17 years,272
2022-07,Bipolar Disorders,Age,18-34 years,641
2022-07,Bipolar Disorders,Age,35-64 years,736
2022-07,Bipolar Disorders,Age,65+ years,260
2022-07,Bipolar Disorders,Age,All,500
2022-06,Bipolar Disorders,Age,12-17 years,260
2022-06,Bipolar Disorders,Age,18-34 years,658
2022-06,Bipolar Disorders,Age,35-64 years,741
2022-06,Bipolar Disorders,Age,65+ years,264
2022-06,Bipolar Disorders,Age,All,500
2022-05,Bipolar Disorders,Age,12-17 years,267
2022-05,Bipolar Disorders,Age,18-34 years,670
2022-05,Bipolar Disorders,Age,35-64 years,758
2022-05,Bipolar Disorders,Age,65+ years,265
2022-05,Bipolar Disorders,Age,All,497
2022-04,Bipolar Disorders,Age,12-17 years,288
2022-04,Bipolar Disorders,Age,18-34 years,702
2022-04,Bipolar Disorders,Age,35-64 years,795
2022-04,Bipolar Disorders,Age,65+ years,276
2022-04,Bipolar Disorders,Age,All,525
2022-03,Bipolar Disorders,Age,12-17 years,302
2022-03,Bipolar Disorders,Age,18-34 years,725
2022-03,Bipolar Disorders,Age,35-64 years,808
2022-03,Bipolar Disorders,Age,65+ years,282
2022-03,Bipolar Disorders,Age,All,540
2022-02,Bipolar Disorders,Age,12-17 years,320
2022-02,Bipolar Disorders,Age,18-34 years,770
2022-02,Bipolar Disorders,Age,35-64 years,838
2022-02,Bipolar Disorders,Age,65+ years,286
2022-02,Bipolar Disorders,Age,All,571
2022-01,Bipolar Disorders,Age,12-17 years,284
2022-01,Bipolar Disorders,Age,18-34 years,649
2022-01,Bipolar Disorders,Age,35-64 years,737
2022-01,Bipolar Disorders,Age,65+ years,272
2022-01,Bipolar Disorders,Age,All,509
2021-12,Bipolar Disorders,Age,12-17 years,248
2021-12,Bipolar Disorders,Age,18-34 years,601
2021-12,Bipolar Disorders,Age,35-64 years,712
2021-12,Bipolar Disorders,Age,65+ years,265
2021-12,Bipolar Disorders,Age,All,474
2021-11,Bipolar Disorders,Age,12-17 years,285
2021-11,Bipolar Disorders,Age,18-34 years,693
2021-11,Bipolar Disorders,Age,35-64 years,783
2021-11,Bipolar Disorders,Age,65+ years,277
2021-11,Bipolar Disorders,Age,All,519
2021-10,Bipolar Disorders,Age,12-17 years,288
2021-10,Bipolar Disorders,Age,18-34 years,720
2021-10,Bipolar Disorders,Age,35-64 years,816
2021-10,Bipolar Disorders,Age,65+ years,279
2021-10,Bipolar Disorders,Age,All,542
2021-09,Bipolar Disorders,Age,12-17 years,272
2021-09,Bipolar Disorders,Age,18-34 years,688
2021-09,Bipolar Disorders,Age,35-64 years,793
2021-09,Bipolar Disorders,Age,65+ years,281
2021-09,Bipolar Disorders,Age,All,529
2021-08,Bipolar Disorders,Age,12-17 years,249
2021-08,Bipolar Disorders,Age,18-34 years,665
2021-08,Bipolar Disorders,Age,35-64 years,763
2021-08,Bipolar Disorders,Age,65+ years,281
2021-08,Bipolar Disorders,Age,All,522
2021-07,Bipolar Disorders,Age,12-17 years,294
2021-07,Bipolar Disorders,Age,18-34 years,715
2021-07,Bipolar Disorders,Age,35-64 years,822
2021-07,Bipolar Disorders,Age,65+ years,287
2021-07,Bipolar Disorders,Age,All,563
