month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2019-03,Depressive Disorders,Age,65+ years,2116
2019-03,Depressive Disorders,Age,All,2013
2019-02,Depressive Disorders,Age,12-17 years,3210
2019-02,Depressive Disorders,Age,18-34 years,2052
2019-02,Depressive Disorders,Age,35-64 years,2438
2019-02,Depressive Disorders,Age,65+ years,2081
2019-02,Depressive Disorders,Age,All,1975
2019-01,Depressive Disorders,Age,12-17 years,3107
2019-01,Depressive Disorders,Age,18-34 years,1932
2019-01,Depressive Disorders,Age,35-64 years,2339
2019-01,Depressive Disorders,Age,65+ years,1958
2019-01,Depressive Disorders,Age,All,1892
2025-12,Schizophrenia Spectrum Disorders,Age,12-17 years,43
2025-12,Schizophrenia Spectrum Disorders,Age,18-34 years,469
2025-12,Schizophrenia Spectrum Disorders,Age,35-64 years,617
2025-12,Schizophrenia Spectrum Disorders,Age,65+ years,209
2025-12,Schizophrenia Spectrum Disorders,Age,All,373
2025-11,Schizophrenia Spectrum Disorders,Age,12-17 years,52
2025-11,Schizophrenia Spectrum Disorders,Age,18-34 years,517
2025-11,Schizophrenia Spectrum Disorders,Age,35-64 years,669
2025-11,Schizophrenia Spectrum Disorders,Age,65+ years,231
2025-11,Schizophrenia Spectrum Disorders,Age,All,413
2025-10,Schizophrenia Spectrum Disorders,Age,12-17 years,53
2025-10,Schizophrenia Spectrum Disorders,Age,18-34 years,529
2025-10,Schizophrenia Spectrum Disorders,Age,35-64 years,665
2025-10,Schizophrenia Spectrum Disorders,Age,65+ years,234
2025-10,Schizophrenia Spectrum Disorders,Age,All,419
2025-09,Schizophrenia Spectrum Disorders,Age,12-17 years,52
2025-09,Schizophrenia Spectrum Disorders,Age,18-34 years,509
2025-09,Schizophrenia Spectrum Disorders,Age,35-64 years,645
2025-09,Schizophrenia Spectrum Disorders,Age,65+ years,226
2025-09,Schizophrenia Spectrum Disorders,Age,All,407
2025-08,Schizophrenia Spectrum Disorders,Age,12-17 years,57
2025-08,Schizophrenia Spectrum Disorders,Age,18-34 years,523
2025-08,Schizophrenia Spectrum Disorders,Age,35-64 years,639
2025-08,Schizophrenia Spectrum Disorders,Age,65+ years,218
2025-08,Schizophrenia Spectrum Disorders,Age,All,414
2025-07,Schizophrenia Spectrum Disorders,Age,12-17 years,64
2025-07,Schizophrenia Spectrum Disorders,Age,18-34 years,528
2025-07,Schizophrenia Spectrum Disorders,Age,35-64 years,643
2025-07,Schizophrenia Spectrum Disorders,Age,65+ years,222
2025-07,Schizophrenia Spectrum Disorders,Age,All,424
2025-06,Schizophrenia Spectrum Disorders,Age,12-17 years,63
2025-06,Schizophrenia Spectrum Disorders,Age,18-34 years,534
2025-06,Schizophrenia Spectrum Disorders,Age,35-64 years,649
2025-06,Schizophrenia Spectrum Disorders,Age,65+ years,228
2025-06,Schizophrenia Spectrum Disorders,Age,All,425
2025-05,Schizophrenia Spectrum Disorders,Age,12-17 years,58
2025-05,Schizophrenia Spectrum Disorders,Age,18-34 years,532
2025-05,Schizophrenia Spectrum Disorders,Age,35-64 years,661
2025-05,Schizophrenia Spectrum Disorders,Age,65+ years,228
2025-05,Schizophrenia Spectrum Disorders,Age,All,417
2025-04,Schizophrenia Spectrum Disorders,Age,12-17 years,58
2025-04,Schizophrenia Spectrum Disorders,Age,18-34 years,541
2025-04,Schizophrenia Spectrum Disorders,Age,35-64 years,671
2025-04,Schizophrenia Spectrum Disorders,Age,65+ years,227
2025-04,Schizophrenia Spectrum Disorders,Age,All,421
2025-03,Schizophrenia Spectrum Disorders,Age,12-17 years,52
2025-03,Schizophrenia Spectrum Disorders,Age,18-34 years,546
2025-03,Schizophrenia Spectrum Disorders,Age,35-64 years,673
2025-03,Schizophrenia Spectrum Disorders,Age,65+ years,231
2025-03,Schizophrenia Spectrum Disorders,Age,All,421
2025-02,Schizophrenia Spectrum Disorders,Age,12-17 years,45
2025-02,Schizophrenia Spectrum Disorders,Age,18-34 years,500
2025-02,Schizophrenia Spectrum Disorders,Age,35-64 years,633
2025-02,Schizophrenia Spectrum Disorders,Age,65+ years,229
2025-02,Schizophrenia Spectrum Disorders,Age,All,396
2025-01,Schizophrenia Spectrum Disorders,Age,12-17 years,52
2025-01,Schizophrenia Spectrum Disorders,Age,18-34 years,493
2025-01,Schizophrenia Spectrum Disorders,Age,35-64 years,625
2025-01,Schizophrenia Spectrum Disorders,Age,65+ years,223
2025-01,Schizophrenia Spectrum Disorders,Age,All,390
2024-12,Schizophrenia Spectrum Disorders,Age,12-17 years,43
2024-12,Schizophrenia Spectrum Disorders,Age,18-34 years,478
2024-12,Schizophrenia Spectrum Disorders,Age,35-64 years,607
2024-12,Schizophrenia Spectrum Disorders,Age,65+ years,214
2024-12,Schizophrenia Spectrum Disorders,Age,All,371
2024-11,Schizophrenia Spectrum Disorders,Age,12-17 years,48
2024-11,Schizophrenia Spectrum Disorders,Age,18-34 years,520
2024-11,Schizophrenia Spectrum Disorders,Age,35-64 years,662
2024-11,Schizophrenia Spectrum Disorders,Age,65+ years,220
2024-11,Schizophrenia Spectrum Disorders,Age,All,405
2024-10,Schizophrenia Spectrum Disorders,Age,12-17 years,50
2024-10,Schizophrenia Spectrum Disorders,Age,18-34 years,510
2024-10,Schizophrenia Spectrum Disorders,Age,35-64 years,642
2024-10,Schizophrenia Spectrum Disorders,Age,65+ years,218
2024-10,Schizophrenia Spectrum Disorders,Age,All,399
2024-09,Schizophrenia Spectrum Disorders,Age,12-17 years,47
2024-09,Schizophrenia Spectrum Disorders,Age,18-34 years,513
2024-09,Schizophrenia Spectrum Disorders,Age,35-64 years,626
2024-09,Schizophrenia Spectrum Disorders,Age,65+ years,218
2024-09,Schizophrenia Spectrum Disorders,Age,All,397
2024-08,Schizophrenia Spectrum Disorders,Age,12-17 years,54
2024-08,Schizophrenia Spectrum Disorders,Age,18-34 years,524
2024-08,Schizophrenia Spectrum Disorders,Age,35-64 years,636
2024-08,Schizophrenia Spectrum Disorders,Age,65+ years,218
2024-08,Schizophrenia Spectrum Disorders,Age,All,413
2024-07,Schizophrenia Spectrum Disorders,Age,12-17 years,67
2024-07,Schizophrenia Spectrum Disorders,Age,18-34 years,520
2024-07,Schizophrenia Spectrum Disorders,Age,35-64 years,626
2024-07,Schizophrenia Spectrum Disorders,Age,65+ years,209
2024-07,Schizophrenia Spectrum Disorders,Age,All,412
2024-06,Schizophrenia Spectrum Disorders,Age,12-17 years,57
2024-06,Schizophrenia Spectrum Disorders,Age,18-34 years,528
2024-06,Schizophrenia Spectrum Disorders,Age,35-64 years,631
2024-06,Schizophrenia Spectrum Disorders,Age,65+ years,211
2024-06,Schizophrenia Spectrum Disorders,Age,All,411
2024-05,Schizophrenia Spectrum Disorders,Age,12-17 years,52
2024-05,Schizophrenia Spectrum Disorders,Age,18-34 years,525
2024-05,Schizophrenia Spectrum Disorders,Age,35-64 years,641
2024-05,Schizophrenia Spectrum Disorders,Age,65+ years,216
2024-05,Schizophrenia Spectrum Disorders,Age,All,404
2024-04,Schizophrenia Spectrum Disorders,Age,12-17 years,54
2024-04,Schizophrenia Spectrum Disorders,Age,18-34 years,543
2024-04,Schizophrenia Spectrum Disorders,Age,35-64 years,662
2024-04,Schizophrenia Spectrum Disorders,Age,65+ years,224
2024-04,Schizophrenia Spectrum Disorders,Age,All,416
2024-03,Schizophrenia Spectrum Disorders,Age,12-17 years,49
2024-03,Schizophrenia Spectrum Disorders,Age,18-34 years,556
2024-03,Schizophrenia Spectrum Disorders,Age,35-64 years,668
2024-03,Schizophrenia Spectrum Disorders,Age,65+ years,216
2024-03,Schizophrenia Spectrum Disorders,Age,All,417
2024-02,Schizophrenia Spectrum Disorders,Age,12-17 years,51
2024-02,Schizophrenia Spectrum Disorders,Age,18-34 years,536
2024-02,Schizophrenia Spectrum Disorders,Age,35-64 years,660
2024-02,Schizophrenia Spectrum Disorders,Age,65+ years,221
2024-02,Schizophrenia Spectrum Disorders,Age,All,409
2024-01,Schizophrenia Spectrum Disorders,Age,12-17 years,59
2024-01,Schizophrenia Spectrum Disorders,Age,18-34 years,550
2024-01,Schizophrenia Spectrum Disorders,Age,35-64 years,645
2024-01,Schizophrenia Spectrum Disorders,Age,65+ years,228
2024-01,Schizophrenia Spectrum Disorders,Age,All,417
2023-12,Schizophrenia Spectrum Disorders,Age,12-17 years,48
2023-12,Schizophrenia Spectrum Disorders,Age,18-34 years,499
2023-12,Schizophrenia Spectrum Disorders,Age,35-64 years,603
2023-12,Schizophrenia Spectrum Disorders,Age,65+ years,208
2023-12,Schizophrenia Spectrum Disorders,Age,All,370
2023-11,Schizophrenia Spectrum Disorders,Age,12-17 years,51
2023-11,Schizophrenia Spectrum Disorders,Age,18-34 years,527
2023-11,Schizophrenia Spectrum Disorders,Age,35-64 years,644
2023-11,Schizophrenia Spectrum Disorders,Age,65+ years,221
2023-11,Schizophrenia Spectrum Disorders,Age,All,395
2023-10,Schizophrenia Spectrum Disorders,Age,12-17 years,54
2023-10,Schizophrenia Spectrum Disorders,Age,18-34 years,539
2023-10,Schizophrenia Spectrum Disorders,Age,35-64 years,647
2023-10,Schizophrenia Spectrum Disorders,Age,65+ years,217
2023-10,Schizophrenia Spectrum Disorders,Age,All,404
2023-09,Schizophrenia Spectrum Disorders,Age,12-17 years,52
2023-09,Schizophrenia Spectrum Disorders,Age,18-34 years,529
2023-09,Schizophrenia Spectrum Disorders,Age,35-64 years,627
2023-09,Schizophrenia Spectrum Disorders,Age,65+ years,215
2023-09,Schizophrenia Spectrum Disorders,Age,All,399
2023-08,Schizophrenia Spectrum Disorders,Age,12-17 years,49
2023-08,Schizophrenia Spectrum Disorders,Age,18-34 years,532
2023-08,Schizophrenia Spectrum Disorders,Age,35-64 years,625
2023-08,Schizophrenia Spectrum Disorders,Age,65+ years,213
2023-08,Schizophrenia Spectrum Disorders,Age,All,411
2023-07,Schizophrenia Spectrum Disorders,Age,12-17 years,66
2023-07,Schizophrenia Spectrum Disorders,Age,18-34 years,540
2023-07,Schizophrenia Spectrum Disorders,Age,35-64 years,628
2023-07,Schizophrenia Spectrum Disorders,Age,65+ years,213
2023-07,Schizophrenia Spectrum Disorders,Age,All,420
2023-06,Schizophrenia Spectrum Disorders,Age,12-17 years,61
2023-06,Schizophrenia Spectrum Disorders,Age,18-34 years,553
2023-06,Schizophrenia Spectrum Disorders,Age,35-64 years,648
2023-06,Schizophrenia Spectrum Disorders,Age,65+ years,215
2023-06,Schizophrenia Spectrum Disorders,Age,All,424
2023-05,Schizophrenia Spectrum Disorders,Age,12-17 years,53
2023-05,Schizophrenia Spectrum Disorders,Age,18-34 years,551
2023-05,Schizophrenia Spectrum Disorders,Age,35-64 years,655
2023-05,Schizophrenia Spectrum Disorders,Age,65+ years,215
2023-05,Schizophrenia Spectrum Disorders,Age,All,411
2023-04,Schizophrenia Spectrum Disorders,Age,12-17 years,53
2023-04,Schizophrenia Spectrum Disorders,Age,18-34 years,566
2023-04,Schizophrenia Spectrum Disorders,Age,35-64 years,671
2023-04,Schizophrenia Spectrum Disorders,Age,65+ years,222
2023-04,Schizophrenia Spectrum Disorders,Age,All,421
2023-03,Schizophrenia Spectrum Disorders,Age,12-17 years,58
2023-03,Schizophrenia Spectrum Disorders,Age,18-34 years,582
2023-03,Schizophrenia Spectrum Disorders,Age,35-64 years,686
2023-03,Schizophrenia Spectrum Disorders,Age,65+ years,231
2023-03,Schizophrenia Spectrum Disorders,Age,All,431
2023-02,Schizophrenia Spectrum Disorders,Age,12-17 years,59
2023-02,Schizophrenia Spectrum Disorders,Age,18-34 years,580
2023-02,Schizophrenia Spectrum Disorders,Age,35-64 years,691
2023-02,Schizophrenia Spectrum Disorders,Age,65+ years,226
2023-02,Schizophrenia Spectrum Disorders,Age,All,432
2023-01,Schizophrenia Spectrum Disorders,Age,12-17 years,59
2023-01,Schizophrenia Spectrum Disorders,Age,18-34 years,576
2023-01,Schizophrenia Spectrum Disorders,Age,35-64 years,678
2023-01,Schizophrenia Spectrum Disorders,Age,65+ years,222
2023-01,Schizophrenia Spectrum Disorders,Age,All,434
2022-12,Schizophrenia Spectrum Disorders,Age,12-17 years,47
2022-12,Schizophrenia Spectrum Disorders,Age,18-34 years,531
2022-12,Schizophrenia Spectrum Disorders,Age,35-64 years,635
2022-12,Schizophrenia Spectrum Disorders,Age,65+ years,217
2022-12,Schizophrenia Spectrum Disorders,Age,All,392
2022-11,Schizophrenia Spectrum Disorders,Age,12-17 years,44
2022-11,Schizophrenia Spectrum Disorders,Age,18-34 years,510
2022-11,Schizophrenia Spectrum Disorders,Age,35-64 years,635
2022-11,Schizophrenia Spectrum Disorders,Age,65+ years,213
2022-11,Schizophrenia Spectrum Disorders,Age,All,372
2022-10,Schizophrenia Spectrum Disorders,Age,12-17 years,47
2022-10,Schizophrenia Spectrum Disorders,Age,18-34 years,549
2022-10,Schizophrenia Spectrum Disorders,Age,35-64 years,654
2022-10,Schizophrenia Spectrum Disorders,Age,65+ years,210
2022-10,Schizophrenia Spectrum Disorders,Age,All,392
2022-09,Schizophrenia Spectrum Disorders,Age,12-17 years,50
2022-09,Schizophrenia Spectrum Disorders,Age,18-34 years,543
2022-09,Schizophrenia Spectrum Disorders,Age,35-64 years,641
2022-09,Schizophrenia Spectrum Disorders,Age,65+ years,210
2022-09,Schizophrenia Spectrum Disorders,Age,All,398
2022-08,Schizophrenia Spectrum Disorders,Age,12-17 years,52
2022-08,Schizophrenia Spectrum Disorders,Age,18-34 years,543
2022-08,Schizophrenia Spectrum Disorders,Age,35-64 years,645
2022-08,Schizophrenia Spectrum Disorders,Age,65+ years,211
2022-08,Schizophrenia Spectrum Disorders,Age,All,416
2022-07,Schizophrenia Spectrum Disorders,Age,12-17 years,64
2022-07,Schizophrenia Spectrum Disorders,Age,18-34 years,533
2022-07,Schizophrenia Spectrum Disorders,Age,35-64 years,640
2022-07,Schizophrenia Spectrum Disorders,Age,65+ years,205
2022-07,Schizophrenia Spectrum Disorders,Age,All,417
2022-06,Schizophrenia Spectrum Disorders,Age,12-17 years,60
2022-06,Schizophrenia Spectrum Disorders,Age,18-34 years,543
2022-06,Schizophrenia Spectrum Disorders,Age,35-64 years,658
2022-06,Schizophrenia Spectrum Disorders,Age,65+ years,211
2022-06,Schizophrenia Spectrum Disorders,Age,All,421
2022-05,Schizophrenia Spectrum Disorders,Age,12-17 years,56
2022-05,Schizophrenia Spectrum Disorders,Age,18-34 years,563
2022-05,Schizophrenia Spectrum Disorders,Age,35-64 years,663
2022-05,Schizophrenia Spectrum Disorders,Age,65+ years,211
2022-05,Schizophrenia Spectrum Disorders,Age,All,416
2022-04,Schizophrenia Spectrum Disorders,Age,12-17 years,66
2022-04,Schizophrenia Spectrum Disorders,Age,18-34 years,579
2022-04,Schizophrenia Spectrum Disorders,Age,35-64 years,715
2022-04,Schizophrenia Spectrum Disorders,Age,65+ years,225
2022-04,Schizophrenia Spectrum Disorders,Age,All,444
2022-03,Schizophrenia Spectrum Disorders,Age,12-17 years,65
2022-03,Schizophrenia Spectrum Disorders,Age,18-34 years,632
2022-03,Schizophrenia Spectrum Disorders,Age,35-64 years,745
2022-03,Schizophrenia Spectrum Disorders,Age,65+ years,225
2022-03,Schizophrenia Spectrum Disorders,Age,All,470
2022-02,Schizophrenia Spectrum Disorders,Age,12-17 years,72
2022-02,Schizophrenia Spectrum Disorders,Age,18-34 years,658
2022-02,Schizophrenia Spectrum Disorders,Age,35-64 years,763
2022-02,Schizophrenia Spectrum Disorders,Age,65+ years,229
2022-02,Schizophrenia Spectrum Disorders,Age,All,491
2022-01,Schizophrenia Spectrum Disorders,Age,12-17 years,66
2022-01,Schizophrenia Spectrum Disorders,Age,18-34 years,547
2022-01,Schizophrenia Spectrum Disorders,Age,35-64 years,660
2022-01,Schizophrenia Spectrum Disorders,Age,65+ years,227
2022-01,Schizophrenia Spectrum Disorders,Age,All,434
2021-12,Schizophrenia Spectrum Disorders,Age,12-17 years,55
2021-12,Schizophrenia Spectrum Disorders,Age,18-34 years,510
2021-12,Schizophrenia Spectrum Disorders,Age,35-64 years,626
2021-12,Schizophrenia Spectrum Disorders,Age,65+ years,213
2021-12,Schizophrenia Spectrum Disorders,Age,All,399
2021-11,Schizophrenia Spectrum Disorders,Age,12-17 years,66
2021-11,Schizophrenia Spectrum Disorders,Age,18-34 years,572
2021-11,Schizophrenia Spectrum Disorders,Age,35-64 years,683
2021-11,Schizophrenia Spectrum Disorders,Age,65+ years,221
2021-11,Schizophrenia Spectrum Disorders,Age,All,431
2021-10,Schizophrenia Spectrum Disorders,Age,12-17 years,64
2021-10,Schizophrenia Spectrum Disorders,Age,18-34 years,594
2021-10,Schizophrenia Spectrum Disorders,Age,35-64 years,711
2021-10,Schizophrenia Spectrum Disorders,Age,65+ years,228
2021-10,Schizophrenia Spectrum Disorders,Age,All,450
2021-09,Schizophrenia Spectrum Disorders,Age,12-17 years,58
2021-09,Schizophrenia Spectrum Disorders,Age,18-34 years,551
2021-09,Schizophrenia Spectrum Disorders,Age,35-64 years,660
2021-09,Schizophrenia Spectrum Disorders,Age,65+ years,220
2021-09,Schizophrenia Spectrum Disorders,Age,All,422
2021-08,Schizophrenia Spectrum Disorders,Age,12-17 years,61
2021-08,Schizophrenia Spectrum Disorders,Age,18-34 years,527
2021-08,Schizophrenia Spectrum Disorders,Age,35-64 years,634
2021-08,Schizophrenia Spectrum Disorders,Age,65+ years,218
2021-08,Schizophrenia Spectrum Disorders,Age,All,416
2021-07,Schizophrenia Spectrum Disorders,Age,12-17 years,66
2021-07,Schizophrenia Spectrum Disorders,Age,18-34 years,546
2021-07,Schizophrenia Spectrum Disorders,Age,35-64 years,675
2021-07,Schizophrenia Spectrum Disorders,Age,65+ years,225
2021-07,Schizophrenia Spectrum Disorders,Age,All,441
2021-06,Schizophrenia Spectrum Disorders,Age,12-17 years,76
2021-06,Schizophrenia Spectrum Disorders,Age,18-34 years,595
2021-06,Schizophrenia Spectrum Disorders,Age,35-64 years,721
2021-06,Schizophrenia Spectrum Disorders,Age,65+ years,228
2021-06,Schizophrenia Spectrum Disorders,Age,All,472
2021-05,Schizophrenia Spectrum Disorders,Age,12-17 years,75
2021-05,Schizophrenia Spectrum Disorders,Age,18-34 years,626
2021-05,Schizophrenia Spectrum Disorders,Age,35-64 years,748
2021-05,Schizophrenia Spectrum Disorders,Age,65+ years,233
2021-05,Schizophrenia Spectrum Disorders,Age,All,488
2021-04,Schizophrenia Spectrum Disorders,Age,12-17 years,74
2021-04,Schizophrenia Spectrum Disorders,Age,18-34 years,618
2021-04,Schizophrenia Spectrum Disorders,Age,35-64 years,746
2021-04,Schizophrenia Spectrum Disorders,Age,65+ years,239
2021-04,Schizophrenia Spectrum Disorders,Age,All,492
2021-03,Schizophrenia Spectrum Disorders,Age,12-17 years,85
2021-03,Schizophrenia Spectrum Disorders,Age,18-34 years,687
2021-03,Schizophrenia Spectrum Disorders,Age,35-64 years,824
2021-03,Schizophrenia Spectrum Disorders,Age,65+ years,260
2021-03,Schizophrenia Spectrum Disorders,Age,All,548
2021-02,Schizophrenia Spectrum Disorders,Age,12-17 years,90
2021-02,Schizophrenia Spectrum Disorders,Age,18-34 years,724
2021-02,Schizophrenia Spectrum Disorders,Age,35-64 years,857
2021-02,Schizophrenia Spectrum Disorders,Age,65+ years,259
2021-02,Schizophrenia Spectrum Disorders,Age,All,580
2021-01,Schizophrenia Spectrum Disorders,Age,12-17 years,88
2021-01,Schizophrenia Spectrum Disorders,Age,18-34 years,684
2021-01,Schizophrenia Spectrum Disorders,Age,35-64 years,822
2021-01,Schizophrenia Spectrum Disorders,Age,65+ years,261
2021-01,Schizophrenia Spectrum Disorders,Age,All,561
2020-12,Schizophrenia Spectrum Disorders,Age,12-17 years,94
2020-12,Schizophrenia Spectrum Disorders,Age,18-34 years,674
2020-12,Schizophrenia Spectrum Disorders,Age,35-64 years,794
2020-12,Schizophrenia Spectrum Disorders,Age,65+ years,259
2020-12,Schizophrenia Spectrum Disorders,Age,All,549
2020-11,Schizophrenia Spectrum Disorders,Age,12-17 years,89
2020-11,Schizophrenia Spectrum Disorders,Age,18-34 years,646
2020-11,Schizophrenia Spectrum Disorders,Age,35-64 years,794
2020-11,Schizophrenia Spectrum Disorders,Age,65+ years,255
2020-11,Schizophrenia Spectrum Disorders,Age,All,538
2020-10,Schizophrenia Spectrum Disorders,Age,12-17 years,78
2020-10,Schizophrenia Spectrum Disorders,Age,18-34 years,688
2020-10,Schizophrenia Spectrum Disorders,Age,35-64 years,823
2020-10,Schizophrenia Spectrum Disorders,Age,65+ years,266
2020-10,Schizophrenia Spectrum Disorders,Age,All,559
2020-09,Schizophrenia Spectrum Disorders,Age,12-17 years,94
2020-09,Schizophrenia Spectrum Disorders,Age,18-34 years,698
2020-09,Schizophrenia Spectrum Disorders,Age,35-64 years,884
2020-09,Schizophrenia Spectrum Disorders,Age,65+ years,273
2020-09,Schizophrenia Spectrum Disorders,Age,All,588
2020-08,Schizophrenia Spectrum Disorders,Age,12-17 years,84
2020-08,Schizophrenia Spectrum Disorders,Age,18-34 years,707
2020-08,Schizophrenia Spectrum Disorders,Age,35-64 years,884
2020-08,Schizophrenia Spectrum Disorders,Age,65+ years,278
2020-08,Schizophrenia Spectrum Disorders,Age,All,600
2020-07,Schizophrenia Spectrum Disorders,Age,12-17 years,77
2020-07,Schizophrenia Spectrum Disorders,Age,18-34 years,687
2020-07,Schizophrenia Spectrum Disorders,Age,35-64 years,858
2020-07,Schizophrenia Spectrum Disorders,Age,65+ years,275
2020-07,Schizophrenia Spectrum Disorders,Age,All,588
2020-06,Schizophrenia Spectrum Disorders,Age,12-17 years,100
2020-06,Schizophrenia Spectrum Disorders,Age,18-34 years,725
2020-06,Schizophrenia Spectrum Disorders,Age,35-64 years,889
2020-06,Schizophrenia Spectrum Disorders,Age,65+ years,285
2020-06,Schizophrenia Spectrum Disorders,Age,All,612
2020-05,Schizophrenia Spectrum Disorders,Age,12-17 years,113
2020-05,Schizophrenia Spectrum Disorders,Age,18-34 years,828
2020-05,Schizophrenia Spectrum Disorders,Age,35-64 years,983
2020-05,Schizophrenia Spectrum Disorders,Age,65+ years,298
2020-05,Schizophrenia Spectrum Disorders,Age,All,682
2020-04,Schizophrenia Spectrum Disorders,Age,12-17 years,129
2020-04,Schizophrenia Spectrum Disorders,Age,18-34 years,890
2020-04,Schizophrenia Spectrum Disorders,Age,35-64 years,1042
2020-04,Schizophrenia Spectrum Disorders,Age,65+ years,340
2020-04,Schizophrenia Spectrum Disorders,Age,All,744
2020-03,Schizophrenia Spectrum Disorders,Age,12-17 years,81
2020-03,Schizophrenia Spectrum Disorders,Age,18-34 years,645
2020-03,Schizophrenia Spectrum Disorders,Age,35-64 years,812
2020-03,Schizophrenia Spectrum Disorders,Age,65+ years,269
2020-03,Schizophrenia Spectrum Disorders,Age,All,534
2020-02,Schizophrenia Spectrum Disorders,Age,12-17 years,65
2020-02,Schizophrenia Spectrum Disorders,Age,18-34 years,576
2020-02,Schizophrenia Spectrum Disorders,Age,35-64 years,759
2020-02,Schizophrenia Spectrum Disorders,Age,65+ years,245
2020-02,Schizophrenia Spectrum Disorders,Age,All,461
2020-01,Schizophrenia Spectrum Disorders,Age,12-17 years,63
2020-01,Schizophrenia Spectrum Disorders,Age,18-34 years,570
2020-01,Schizophrenia Spectrum Disorders,Age,35-64 years,747
2020-01,Schizophrenia Spectrum Disorders,Age,65+ years,238
2020-01,Schizophrenia Spectrum Disorders,Age,All,456
2019-12,Schizophrenia Spectrum Disorders,Age,12-17 years,56
2019-12,Schizophrenia Spectrum Disorders,Age,18-34 years,558
2019-12,Schizophrenia Spectrum Disorders,Age,35-64 years,726
2019-12,Schizophrenia Spectrum Disorders,Age,65+ years,227
2019-12,Schizophrenia Spectrum Disorders,Age,All,435
2019-11,Schizophrenia Spectrum Disorders,Age,12-17 years,67
2019-11,Schizophrenia Spectrum Disorders,Age,18-34 years,588
2019-11,Schizophrenia Spectrum Disorders,Age,35-64 years,759
2019-11,Schizophrenia Spectrum Disorders,Age,65+ years,232
2019-11,Schizophrenia Spectrum Disorders,Age,All,460
2019-10,Schizophrenia Spectrum Disorders,Age,12-17 years,65
2019-10,Schizophrenia Spectrum Disorders,Age,18-34 years,577
2019-10,Schizophrenia Spectrum Disorders,Age,35-64 years,754
2019-10,Schizophrenia Spectrum Disorders,Age,65+ years,234
2019-10,Schizophrenia Spectrum Disorders,Age,All,467
2019-09,Schizophrenia Spectrum Disorders,Age,12-17 years,63
2019-09,Schizophrenia Spectrum Disorders,Age,18-34 years,569
2019-09,Schizophrenia Spectrum Disorders,Age,35-64 years,732
2019-09,Schizophrenia Spectrum Disorders,Age,65+ years,232
2019-09,Schizophrenia Spectrum Disorders,Age,All,460
2019-08,Schizophrenia Spectrum Disorders,Age,12-17 years,68
2019-08,Schizophrenia Spectrum Disorders,Age,18-34 years,570
2019-08,Schizophrenia Spectrum Disorders,Age,35-64 years,757
2019-08,Schizophrenia Spectrum Disorders,Age,65+ years,236
2019-08,Schizophrenia Spectrum Disorders,Age,All,482
2019-07,Schizophrenia Spectrum Disorders,Age,12-17 years,68
2019-07,Schizophrenia Spectrum Disorders,Age,18-34 years,572
2019-07,Schizophrenia Spectrum Disorders,Age,35-64 years,738
2019-07,Schizophrenia Spectrum Disorders,Age,65+ years,228
2019-07,Schizophrenia Spectrum Disorders,Age,All,478
2019-06,Schizophrenia Spectrum Disorders,Age,12-17 years,61
2019-06,Schizophrenia Spectrum Disorders,Age,18-34 years,558
2019-06,Schizophrenia Spectrum Disorders,Age,35-64 years,712
2019-06,Schizophrenia Spectrum Disorders,Age,65+ years,219
2019-06,Schizophrenia Spectrum Disorders,Age,All,457
2019-05,Schizophrenia Spectrum Disorders,Age,12-17 years,63
2019-05,Schizophrenia Spectrum Disorders,Age,18-34 years,555
2019-05,Schizophrenia Spectrum Disorders,Age,35-64 years,710
2019-05,Schizophrenia Spectrum Disorders,Age,65+ years,220
2019-05,Schizophrenia Spectrum Disorders,Age,All,444
2019-04,Schizophrenia Spectrum Disorders,Age,12-17 years,57
2019-04,Schizophrenia Spectrum Disorders,Age,18-34 years,561
2019-04,Schizophrenia Spectrum Disorders,Age,35-64 years,727
2019-04,Schizophrenia Spectrum Disorders,Age,65+ years,223
2019-04,Schizophrenia Spectrum Disorders,Age,All,449
2019-03,Schizophrenia Spectrum Disorders,Age,12-17 years,58
2019-03,Schizophrenia Spectrum Disorders,Age,18-34 years,542
2019-03,Schizophrenia Spectrum Disorders,Age,35-64 years,698
2019-03,Schizophrenia Spectrum Disorders,Age,65+ years,214
2019-03,Schizophrenia Spectrum Disorders,Age,All,428
2019-02,Schizophrenia Spectrum Disorders,Age,12-17 years,61
2019-02,Schizophrenia Spectrum Disorders,Age,18-34 years,542
2019-02,Schizophrenia Spectrum Disorders,Age,35-64 years,685
2019-02,Schizophrenia Spectrum Disorders,Age,65+ years,215
2019-02,Schizophrenia Spectrum Disorders,Age,All,423
2019-01,Schizophrenia Spectrum Disorders,Age,12-17 years,57
2019-01,Schizophrenia Spectrum Disorders,Age,18-34 years,498
2019-01,Schizophrenia Spectrum Disorders,Age,35-64 years,653
2019-01,Schizophrenia Spectrum Disorders,Age,65+ years,199
2019-01,Schizophrenia Spectrum Disorders,Age,All,405
2025-12,Suspected Suicide Attempts,Age,12-17 years,699
2025-12,Suspected Suicide Attempts,Age,18-34 years,229
2025-12,Suspected Suicide Attempts,Age,35-64 years,124
2025-12,Suspected Suicide Attempts,Age,65+ years,32
2025-12,Suspected Suicide Attempts,Age,All,136
2025-11,Suspected Suicide Attempts,Age,12-17 years,905
2025-11,Suspected Suicide Attempts,Age,18-34 years,274
2025-11,Suspected Suicide Attempts,Age,35-64 years,136
