month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2023-09,Bipolar Disorders,Sex,All,463
2023-09,Bipolar Disorders,Sex,Female,495
2023-09,Bipolar Disorders,Sex,Male,428
2023-08,Bipolar Disorders,Sex,All,475
2023-08,Bipolar Disorders,Sex,Female,510
2023-08,Bipolar Disorders,Sex,Male,437
2023-07,Bipolar Disorders,Sex,All,491
2023-07,Bipolar Disorders,Sex,Female,522
2023-07,Bipolar Disorders,Sex,Male,456
2023-06,Bipolar Disorders,Sex,All,490
2023-06,Bipolar Disorders,Sex,Female,522
2023-06,Bipolar Disorders,Sex,Male,455
2023-05,Bipolar Disorders,Sex,All,479
2023-05,Bipolar Disorders,Sex,Female,513
2023-05,Bipolar Disorders,Sex,Male,440
2023-04,Bipolar Disorders,Sex,All,490
2023-04,Bipolar Disorders,Sex,Female,519
2023-04,Bipolar Disorders,Sex,Male,458
2023-03,Bipolar Disorders,Sex,All,487
2023-03,Bipolar Disorders,Sex,Female,518
2023-03,Bipolar Disorders,Sex,Male,452
2023-02,Bipolar Disorders,Sex,All,488
2023-02,Bipolar Disorders,Sex,Female,518
2023-02,Bipolar Disorders,Sex,Male,455
2023-01,Bipolar Disorders,Sex,All,495
2023-01,Bipolar Disorders,Sex,Female,522
2023-01,Bipolar Disorders,Sex,Male,464
2022-12,Bipolar Disorders,Sex,All,444
2022-12,Bipolar Disorders,Sex,Female,467
2022-12,Bipolar Disorders,Sex,Male,419
2022-11,Bipolar Disorders,Sex,All,429
2022-11,Bipolar Disorders,Sex,Female,452
2022-11,Bipolar Disorders,Sex,Male,403
2022-10,Bipolar Disorders,Sex,All,456
2022-10,Bipolar Disorders,Sex,Female,488
2022-10,Bipolar Disorders,Sex,Male,421
2022-09,Bipolar Disorders,Sex,All,469
2022-09,Bipolar Disorders,Sex,Female,502
2022-09,Bipolar Disorders,Sex,Male,432
2022-08,Bipolar Disorders,Sex,All,489
2022-08,Bipolar Disorders,Sex,Female,520
2022-08,Bipolar Disorders,Sex,Male,454
2022-07,Bipolar Disorders,Sex,All,500
2022-07,Bipolar Disorders,Sex,Female,531
2022-07,Bipolar Disorders,Sex,Male,466
2022-06,Bipolar Disorders,Sex,All,500
2022-06,Bipolar Disorders,Sex,Female,529
2022-06,Bipolar Disorders,Sex,Male,468
2022-05,Bipolar Disorders,Sex,All,497
2022-05,Bipolar Disorders,Sex,Female,532
2022-05,Bipolar Disorders,Sex,Male,460
2022-04,Bipolar Disorders,Sex,All,525
2022-04,Bipolar Disorders,Sex,Female,559
2022-04,Bipolar Disorders,Sex,Male,494
2022-03,Bipolar Disorders,Sex,All,540
2022-03,Bipolar Disorders,Sex,Female,572
2022-03,Bipolar Disorders,Sex,Male,512
2022-02,Bipolar Disorders,Sex,All,571
2022-02,Bipolar Disorders,Sex,Female,609
2022-02,Bipolar Disorders,Sex,Male,535
2022-01,Bipolar Disorders,Sex,All,509
2022-01,Bipolar Disorders,Sex,Female,539
2022-01,Bipolar Disorders,Sex,Male,483
2021-12,Bipolar Disorders,Sex,All,474
2021-12,Bipolar Disorders,Sex,Female,503
2021-12,Bipolar Disorders,Sex,Male,448
2021-11,Bipolar Disorders,Sex,All,519
2021-11,Bipolar Disorders,Sex,Female,558
2021-11,Bipolar Disorders,Sex,Male,484
2021-10,Bipolar Disorders,Sex,All,542
2021-10,Bipolar Disorders,Sex,Female,586
2021-10,Bipolar Disorders,Sex,Male,501
2021-09,Bipolar Disorders,Sex,All,529
2021-09,Bipolar Disorders,Sex,Female,577
2021-09,Bipolar Disorders,Sex,Male,483
2021-08,Bipolar Disorders,Sex,All,522
2021-08,Bipolar Disorders,Sex,Female,569
2021-08,Bipolar Disorders,Sex,Male,478
2021-07,Bipolar Disorders,Sex,All,563
2021-07,Bipolar Disorders,Sex,Female,609
2021-07,Bipolar Disorders,Sex,Male,519
2021-06,Bipolar Disorders,Sex,All,596
2021-06,Bipolar Disorders,Sex,Female,645
2021-06,Bipolar Disorders,Sex,Male,551
2021-05,Bipolar Disorders,Sex,All,611
2021-05,Bipolar Disorders,Sex,Female,658
2021-05,Bipolar Disorders,Sex,Male,571
2021-04,Bipolar Disorders,Sex,All,616
2021-04,Bipolar Disorders,Sex,Female,661
2021-04,Bipolar Disorders,Sex,Male,576
2021-03,Bipolar Disorders,Sex,All,676
2021-03,Bipolar Disorders,Sex,Female,722
2021-03,Bipolar Disorders,Sex,Male,639
2021-02,Bipolar Disorders,Sex,All,708
2021-02,Bipolar Disorders,Sex,Female,753
2021-02,Bipolar Disorders,Sex,Male,669
2021-01,Bipolar Disorders,Sex,All,683
2021-01,Bipolar Disorders,Sex,Female,731
2021-01,Bipolar Disorders,Sex,Male,637
2020-12,Bipolar Disorders,Sex,All,666
2020-12,Bipolar Disorders,Sex,Female,706
2020-12,Bipolar Disorders,Sex,Male,631
2020-11,Bipolar Disorders,Sex,All,672
2020-11,Bipolar Disorders,Sex,Female,724
2020-11,Bipolar Disorders,Sex,Male,625
2020-10,Bipolar Disorders,Sex,All,713
2020-10,Bipolar Disorders,Sex,Female,779
2020-10,Bipolar Disorders,Sex,Male,651
2020-09,Bipolar Disorders,Sex,All,760
2020-09,Bipolar Disorders,Sex,Female,834
2020-09,Bipolar Disorders,Sex,Male,690
2020-08,Bipolar Disorders,Sex,All,790
2020-08,Bipolar Disorders,Sex,Female,862
2020-08,Bipolar Disorders,Sex,Male,725
2020-07,Bipolar Disorders,Sex,All,767
2020-07,Bipolar Disorders,Sex,Female,835
2020-07,Bipolar Disorders,Sex,Male,705
2020-06,Bipolar Disorders,Sex,All,795
2020-06,Bipolar Disorders,Sex,Female,867
2020-06,Bipolar Disorders,Sex,Male,729
2020-05,Bipolar Disorders,Sex,All,860
2020-05,Bipolar Disorders,Sex,Female,941
2020-05,Bipolar Disorders,Sex,Male,784
2020-04,Bipolar Disorders,Sex,All,873
2020-04,Bipolar Disorders,Sex,Female,948
2020-04,Bipolar Disorders,Sex,Male,804
2020-03,Bipolar Disorders,Sex,All,689
2020-03,Bipolar Disorders,Sex,Female,749
2020-03,Bipolar Disorders,Sex,Male,628
2020-02,Bipolar Disorders,Sex,All,621
2020-02,Bipolar Disorders,Sex,Female,672
2020-02,Bipolar Disorders,Sex,Male,571
2020-01,Bipolar Disorders,Sex,All,615
2020-01,Bipolar Disorders,Sex,Female,661
2020-01,Bipolar Disorders,Sex,Male,568
2019-12,Bipolar Disorders,Sex,All,591
2019-12,Bipolar Disorders,Sex,Female,636
2019-12,Bipolar Disorders,Sex,Male,549
2019-11,Bipolar Disorders,Sex,All,617
2019-11,Bipolar Disorders,Sex,Female,667
2019-11,Bipolar Disorders,Sex,Male,570
2019-10,Bipolar Disorders,Sex,All,643
2019-10,Bipolar Disorders,Sex,Female,697
2019-10,Bipolar Disorders,Sex,Male,593
2019-09,Bipolar Disorders,Sex,All,638
2019-09,Bipolar Disorders,Sex,Female,690
2019-09,Bipolar Disorders,Sex,Male,590
2019-08,Bipolar Disorders,Sex,All,667
2019-08,Bipolar Disorders,Sex,Female,718
2019-08,Bipolar Disorders,Sex,Male,621
2019-07,Bipolar Disorders,Sex,All,646
2019-07,Bipolar Disorders,Sex,Female,700
2019-07,Bipolar Disorders,Sex,Male,597
2019-06,Bipolar Disorders,Sex,All,631
2019-06,Bipolar Disorders,Sex,Female,680
2019-06,Bipolar Disorders,Sex,Male,586
2019-05,Bipolar Disorders,Sex,All,613
2019-05,Bipolar Disorders,Sex,Female,661
2019-05,Bipolar Disorders,Sex,Male,568
2019-04,Bipolar Disorders,Sex,All,616
2019-04,Bipolar Disorders,Sex,Female,657
2019-04,Bipolar Disorders,Sex,Male,570
2019-03,Bipolar Disorders,Sex,All,584
2019-03,Bipolar Disorders,Sex,Female,620
2019-03,Bipolar Disorders,Sex,Male,544
2019-02,Bipolar Disorders,Sex,All,568
2019-02,Bipolar Disorders,Sex,Female,605
2019-02,Bipolar Disorders,Sex,Male,524
2019-01,Bipolar Disorders,Sex,All,557
2019-01,Bipolar Disorders,Sex,Female,585
2019-01,Bipolar Disorders,Sex,Male,524
2025-12,Depressive Disorders,Sex,All,1450
2025-12,Depressive Disorders,Sex,Female,1607
2025-12,Depressive Disorders,Sex,Male,1254
2025-11,Depressive Disorders,Sex,All,1611
2025-11,Depressive Disorders,Sex,Female,1783
2025-11,Depressive Disorders,Sex,Male,1396
2025-10,Depressive Disorders,Sex,All,1622
2025-10,Depressive Disorders,Sex,Female,1809
2025-10,Depressive Disorders,Sex,Male,1392
2025-09,Depressive Disorders,Sex,All,1575
2025-09,Depressive Disorders,Sex,Female,1755
2025-09,Depressive Disorders,Sex,Male,1352
2025-08,Depressive Disorders,Sex,All,1548
2025-08,Depressive Disorders,Sex,Female,1707
2025-08,Depressive Disorders,Sex,Male,1354
2025-07,Depressive Disorders,Sex,All,1571
2025-07,Depressive Disorders,Sex,Female,1730
2025-07,Depressive Disorders,Sex,Male,1378
2025-06,Depressive Disorders,Sex,All,1571
2025-06,Depressive Disorders,Sex,Female,1734
2025-06,Depressive Disorders,Sex,Male,1375
2025-05,Depressive Disorders,Sex,All,1576
2025-05,Depressive Disorders,Sex,Female,1748
2025-05,Depressive Disorders,Sex,Male,1366
2025-04,Depressive Disorders,Sex,All,1594
2025-04,Depressive Disorders,Sex,Female,1771
2025-04,Depressive Disorders,Sex,Male,1373
2025-03,Depressive Disorders,Sex,All,1588
2025-03,Depressive Disorders,Sex,Female,1763
2025-03,Depressive Disorders,Sex,Male,1373
2025-02,Depressive Disorders,Sex,All,1514
2025-02,Depressive Disorders,Sex,Female,1679
2025-02,Depressive Disorders,Sex,Male,1311
2025-01,Depressive Disorders,Sex,All,1507
2025-01,Depressive Disorders,Sex,Female,1660
2025-01,Depressive Disorders,Sex,Male,1318
2024-12,Depressive Disorders,Sex,All,1442
2024-12,Depressive Disorders,Sex,Female,1581
2024-12,Depressive Disorders,Sex,Male,1269
2024-11,Depressive Disorders,Sex,All,1568
2024-11,Depressive Disorders,Sex,Female,1730
2024-11,Depressive Disorders,Sex,Male,1368
2024-10,Depressive Disorders,Sex,All,1581
2024-10,Depressive Disorders,Sex,Female,1758
2024-10,Depressive Disorders,Sex,Male,1366
2024-09,Depressive Disorders,Sex,All,1565
2024-09,Depressive Disorders,Sex,Female,1728
2024-09,Depressive Disorders,Sex,Male,1365
2024-08,Depressive Disorders,Sex,All,1545
2024-08,Depressive Disorders,Sex,Female,1698
2024-08,Depressive Disorders,Sex,Male,1359
2024-07,Depressive Disorders,Sex,All,1544
2024-07,Depressive Disorders,Sex,Female,1693
2024-07,Depressive Disorders,Sex,Male,1363
2024-06,Depressive Disorders,Sex,All,1534
2024-06,Depressive Disorders,Sex,Female,1696
2024-06,Depressive Disorders,Sex,Male,1339
2024-05,Depressive Disorders,Sex,All,1538
2024-05,Depressive Disorders,Sex,Female,1704
2024-05,Depressive Disorders,Sex,Male,1337
2024-04,Depressive Disorders,Sex,All,1575
2024-04,Depressive Disorders,Sex,Female,1745
2024-04,Depressive Disorders,Sex,Male,1371
2024-03,Depressive Disorders,Sex,All,1554
2024-03,Depressive Disorders,Sex,Female,1715
2024-03,Depressive Disorders,Sex,Male,1365
2024-02,Depressive Disorders,Sex,All,1560
2024-02,Depressive Disorders,Sex,Female,1717
2024-02,Depressive Disorders,Sex,Male,1375
2024-01,Depressive Disorders,Sex,All,1578
2024-01,Depressive Disorders,Sex,Female,1741
2024-01,Depressive Disorders,Sex,Male,1385
2023-12,Depressive Disorders,Sex,All,1436
2023-12,Depressive Disorders,Sex,Female,1581
2023-12,Depressive Disorders,Sex,Male,1265
2023-11,Depressive Disorders,Sex,All,1541
2023-11,Depressive Disorders,Sex,Female,1704
2023-11,Depressive Disorders,Sex,Male,1348
2023-10,Depressive Disorders,Sex,All,1604
2023-10,Depressive Disorders,Sex,Female,1781
2023-10,Depressive Disorders,Sex,Male,1398
2023-09,Depressive Disorders,Sex,All,1566
2023-09,Depressive Disorders,Sex,Female,1741
2023-09,Depressive Disorders,Sex,Male,1364
2023-08,Depressive Disorders,Sex,All,1577
2023-08,Depressive Disorders,Sex,Female,1745
2023-08,Depressive Disorders,Sex,Male,1384
2023-07,Depressive Disorders,Sex,All,1590
2023-07,Depressive Disorders,Sex,Female,1760
2023-07,Depressive Disorders,Sex,Male,1399
2023-06,Depressive Disorders,Sex,All,1594
2023-06,Depressive Disorders,Sex,Female,1763
2023-06,Depressive Disorders,Sex,Male,1402
2023-05,Depressive Disorders,Sex,All,1622
2023-05,Depressive Disorders,Sex,Female,1817
2023-05,Depressive Disorders,Sex,Male,1398
2023-04,Depressive Disorders,Sex,All,1682
2023-04,Depressive Disorders,Sex,Female,1884
2023-04,Depressive Disorders,Sex,Male,1448
2023-03,Depressive Disorders,Sex,All,1706
2023-03,Depressive Disorders,Sex,Female,1901
2023-03,Depressive Disorders,Sex,Male,1478
2023-02,Depressive Disorders,Sex,All,1731
2023-02,Depressive Disorders,Sex,Female,1943
2023-02,Depressive Disorders,Sex,Male,1484
2023-01,Depressive Disorders,Sex,All,1743
2023-01,Depressive Disorders,Sex,Female,1948
2023-01,Depressive Disorders,Sex,Male,1503
2022-12,Depressive Disorders,Sex,All,1555
2022-12,Depressive Disorders,Sex,Female,1729
2022-12,Depressive Disorders,Sex,Male,1358
2022-11,Depressive Disorders,Sex,All,1507
2022-11,Depressive Disorders,Sex,Female,1686
2022-11,Depressive Disorders,Sex,Male,1302
2022-10,Depressive Disorders,Sex,All,1582
2022-10,Depressive Disorders,Sex,Female,1772
2022-10,Depressive Disorders,Sex,Male,1366
2022-09,Depressive Disorders,Sex,All,1590
2022-09,Depressive Disorders,Sex,Female,1793
2022-09,Depressive Disorders,Sex,Male,1362
2022-08,Depressive Disorders,Sex,All,1589
2022-08,Depressive Disorders,Sex,Female,1773
2022-08,Depressive Disorders,Sex,Male,1383
2022-07,Depressive Disorders,Sex,All,1596
2022-07,Depressive Disorders,Sex,Female,1765
2022-07,Depressive Disorders,Sex,Male,1407
2022-06,Depressive Disorders,Sex,All,1619
2022-06,Depressive Disorders,Sex,Female,1808
2022-06,Depressive Disorders,Sex,Male,1407
2022-05,Depressive Disorders,Sex,All,1678
2022-05,Depressive Disorders,Sex,Female,1894
2022-05,Depressive Disorders,Sex,Male,1437
2022-04,Depressive Disorders,Sex,All,1767
2022-04,Depressive Disorders,Sex,Female,2004
2022-04,Depressive Disorders,Sex,Male,1515
2022-03,Depressive Disorders,Sex,All,1860
2022-03,Depressive Disorders,Sex,Female,2102
2022-03,Depressive Disorders,Sex,Male,1601
2022-02,Depressive Disorders,Sex,All,1962
2022-02,Depressive Disorders,Sex,Female,2234
2022-02,Depressive Disorders,Sex,Male,1674
2022-01,Depressive Disorders,Sex,All,1689
2022-01,Depressive Disorders,Sex,Female,1893
2022-01,Depressive Disorders,Sex,Male,1472
2021-12,Depressive Disorders,Sex,All,1601
2021-12,Depressive Disorders,Sex,Female,1800
2021-12,Depressive Disorders,Sex,Male,1393
2021-11,Depressive Disorders,Sex,All,1751
2021-11,Depressive Disorders,Sex,Female,2000
2021-11,Depressive Disorders,Sex,Male,1492
2021-10,Depressive Disorders,Sex,All,1797
2021-10,Depressive Disorders,Sex,Female,2065
2021-10,Depressive Disorders,Sex,Male,1520
2021-09,Depressive Disorders,Sex,All,1782
2021-09,Depressive Disorders,Sex,Female,2058
2021-09,Depressive Disorders,Sex,Male,1499
2021-08,Depressive Disorders,Sex,All,1669
2021-08,Depressive Disorders,Sex,Female,1905
2021-08,Depressive Disorders,Sex,Male,1428
2021-07,Depressive Disorders,Sex,All,1775
2021-07,Depressive Disorders,Sex,Female,2018
2021-07,Depressive Disorders,Sex,Male,1525
2021-06,Depressive Disorders,Sex,All,1903
2021-06,Depressive Disorders,Sex,Female,2166
2021-06,Depressive Disorders,Sex,Male,1634
2021-05,Depressive Disorders,Sex,All,1989
2021-05,Depressive Disorders,Sex,Female,2288
2021-05,Depressive Disorders,Sex,Male,1679
2021-04,Depressive Disorders,Sex,All,2030
2021-04,Depressive Disorders,Sex,Female,2335
2021-04,Depressive Disorders,Sex,Male,1713
2021-03,Depressive Disorders,Sex,All,2227
2021-03,Depressive Disorders,Sex,Female,2564
2021-03,Depressive Disorders,Sex,Male,1879
2021-02,Depressive Disorders,Sex,All,2327
2021-02,Depressive Disorders,Sex,Female,2659
2021-02,Depressive Disorders,Sex,Male,1980
2021-01,Depressive Disorders,Sex,All,2260
2021-01,Depressive Disorders,Sex,Female,2571
2021-01,Depressive Disorders,Sex,Male,1929
2020-12,Depressive Disorders,Sex,All,2236
2020-12,Depressive Disorders,Sex,Female,2563
2020-12,Depressive Disorders,Sex,Male,1893
2020-11,Depressive Disorders,Sex,All,2293
2020-11,Depressive Disorders,Sex,Female,2643
2020-11,Depressive Disorders,Sex,Male,1920
2020-10,Depressive Disorders,Sex,All,2436
2020-10,Depressive Disorders,Sex,Female,2828
2020-10,Depressive Disorders,Sex,Male,2020
2020-09,Depressive Disorders,Sex,All,2504
2020-09,Depressive Disorders,Sex,Female,2904
2020-09,Depressive Disorders,Sex,Male,2088
2020-08,Depressive Disorders,Sex,All,2485
2020-08,Depressive Disorders,Sex,Female,2881
2020-08,Depressive Disorders,Sex,Male,2075
2020-07,Depressive Disorders,Sex,All,2418
2020-07,Depressive Disorders,Sex,Female,2804
2020-07,Depressive Disorders,Sex,Male,2021
2020-06,Depressive Disorders,Sex,All,2481
2020-06,Depressive Disorders,Sex,Female,2871
2020-06,Depressive Disorders,Sex,Male,2088
2020-05,Depressive Disorders,Sex,All,2630
2020-05,Depressive Disorders,Sex,Female,3035
2020-05,Depressive Disorders,Sex,Male,2224
2020-04,Depressive Disorders,Sex,All,2583
2020-04,Depressive Disorders,Sex,Female,2947
2020-04,Depressive Disorders,Sex,Male,2227
2020-03,Depressive Disorders,Sex,All,2191
2020-03,Depressive Disorders,Sex,Female,2484
2020-03,Depressive Disorders,Sex,Male,1879
2020-02,Depressive Disorders,Sex,All,2172
2020-02,Depressive Disorders,Sex,Female,2461
2020-02,Depressive Disorders,Sex,Male,1852
2020-01,Depressive Disorders,Sex,All,2117
2020-01,Depressive Disorders,Sex,Female,2379
2020-01,Depressive Disorders,Sex,Male,1816
2019-12,Depressive Disorders,Sex,All,2041
2019-12,Depressive Disorders,Sex,Female,2292
2019-12,Depressive Disorders,Sex,Male,1766
2019-11,Depressive Disorders,Sex,All,2141
2019-11,Depressive Disorders,Sex,Female,2423
2019-11,Depressive Disorders,Sex,Male,1833
2019-10,Depressive Disorders,Sex,All,2212
2019-10,Depressive Disorders,Sex,Female,2508
2019-10,Depressive Disorders,Sex,Male,1896
2019-09,Depressive Disorders,Sex,All,2179
2019-09,Depressive Disorders,Sex,Female,2473
2019-09,Depressive Disorders,Sex,Male,1864
2019-08,Depressive Disorders,Sex,All,2182
2019-08,Depressive Disorders,Sex,Female,2468
2019-08,Depressive Disorders,Sex,Male,1877
2019-07,Depressive Disorders,Sex,All,2125
2019-07,Depressive Disorders,Sex,Female,2393
2019-07,Depressive Disorders,Sex,Male,1839
2019-06,Depressive Disorders,Sex,All,2072
2019-06,Depressive Disorders,Sex,Female,2333
2019-06,Depressive Disorders,Sex,Male,1789
2019-05,Depressive Disorders,Sex,All,2103
2019-05,Depressive Disorders,Sex,Female,2382
2019-05,Depressive Disorders,Sex,Male,1793
2019-04,Depressive Disorders,Sex,All,2091
2019-04,Depressive Disorders,Sex,Female,2349
2019-04,Depressive Disorders,Sex,Male,1775
2019-03,Depressive Disorders,Sex,All,2013
2019-03,Depressive Disorders,Sex,Female,2248
2019-03,Depressive Disorders,Sex,Male,1725
2019-02,Depressive Disorders,Sex,All,1975
2019-02,Depressive Disorders,Sex,Female,2193
2019-02,Depressive Disorders,Sex,Male,1707
2019-01,Depressive Disorders,Sex,All,1892
2019-01,Depressive Disorders,Sex,Female,2081
2019-01,Depressive Disorders,Sex,Male,1657
2025-12,Schizophrenia Spectrum Disorders,Sex,All,373
2025-12,Schizophrenia Spectrum Disorders,Sex,Female,247
2025-12,Schizophrenia Spectrum Disorders,Sex,Male,527
2025-11,Schizophrenia Spectrum Disorders,Sex,All,413
2025-11,Schizophrenia Spectrum Disorders,Sex,Female,273
2025-11,Schizophrenia Spectrum Disorders,Sex,Male,586
2025-10,Schizophrenia Spectrum Disorders,Sex,All,419
2025-10,Schizophrenia Spectrum Disorders,Sex,Female,282
2025-10,Schizophrenia Spectrum Disorders,Sex,Male,585
2025-09,Schizophrenia Spectrum Disorders,Sex,All,407
2025-09,Schizophrenia Spectrum Disorders,Sex,Female,275
2025-09,Schizophrenia Spectrum Disorders,Sex,Male,568
2025-08,Schizophrenia Spectrum Disorders,Sex,All,414
2025-08,Schizophrenia Spectrum Disorders,Sex,Female,284
2025-08,Schizophrenia Spectrum Disorders,Sex,Male,571
2025-07,Schizophrenia Spectrum Disorders,Sex,All,424
2025-07,Schizophrenia Spectrum Disorders,Sex,Female,288
2025-07,Schizophrenia Spectrum Disorders,Sex,Male,588
2025-06,Schizophrenia Spectrum Disorders,Sex,All,425
2025-06,Schizophrenia Spectrum Disorders,Sex,Female,290
2025-06,Schizophrenia Spectrum Disorders,Sex,Male,587
2025-05,Schizophrenia Spectrum Disorders,Sex,All,417
2025-05,Schizophrenia Spectrum Disorders,Sex,Female,282
2025-05,Schizophrenia Spectrum Disorders,Sex,Male,580
2025-04,Schizophrenia Spectrum Disorders,Sex,All,421
2025-04,Schizophrenia Spectrum Disorders,Sex,Female,282
2025-04,Schizophrenia Spectrum Disorders,Sex,Male,591
2025-03,Schizophrenia Spectrum Disorders,Sex,All,421
2025-03,Schizophrenia Spectrum Disorders,Sex,Female,280
2025-03,Schizophrenia Spectrum Disorders,Sex,Male,594
2025-02,Schizophrenia Spectrum Disorders,Sex,All,396
2025-02,Schizophrenia Spectrum Disorders,Sex,Female,264
2025-02,Schizophrenia Spectrum Disorders,Sex,Male,558
2025-01,Schizophrenia Spectrum Disorders,Sex,All,390
2025-01,Schizophrenia Spectrum Disorders,Sex,Female,262
2025-01,Schizophrenia Spectrum Disorders,Sex,Male,546
2024-12,Schizophrenia Spectrum Disorders,Sex,All,371
2024-12,Schizophrenia Spectrum Disorders,Sex,Female,248
2024-12,Schizophrenia Spectrum Disorders,Sex,Male,522
2024-11,Schizophrenia Spectrum Disorders,Sex,All,405
2024-11,Schizophrenia Spectrum Disorders,Sex,Female,271
2024-11,Schizophrenia Spectrum Disorders,Sex,Male,570
2024-10,Schizophrenia Spectrum Disorders,Sex,All,399
2024-10,Schizophrenia Spectrum Disorders,Sex,Female,272
2024-10,Schizophrenia Spectrum Disorders,Sex,Male,552
2024-09,Schizophrenia Spectrum Disorders,Sex,All,397
2024-09,Schizophrenia Spectrum Disorders,Sex,Female,270
2024-09,Schizophrenia Spectrum Disorders,Sex,Male,549
2024-08,Schizophrenia Spectrum Disorders,Sex,All,413
2024-08,Schizophrenia Spectrum Disorders,Sex,Female,280
2024-08,Schizophrenia Spectrum Disorders,Sex,Male,573
2024-07,Schizophrenia Spectrum Disorders,Sex,All,412
2024-07,Schizophrenia Spectrum Disorders,Sex,Female,276
2024-07,Schizophrenia Spectrum Disorders,Sex,Male,576
2024-06,Schizophrenia Spectrum Disorders,Sex,All,411
2024-06,Schizophrenia Spectrum Disorders,Sex,Female,278
2024-06,Schizophrenia Spectrum Disorders,Sex,Male,571
2024-05,Schizophrenia Spectrum Disorders,Sex,All,404
2024-05,Schizophrenia Spectrum Disorders,Sex,Female,274
2024-05,Schizophrenia Spectrum Disorders,Sex,Male,560
2024-04,Schizophrenia Spectrum Disorders,Sex,All,416
2024-04,Schizophrenia Spectrum Disorders,Sex,Female,281
2024-04,Schizophrenia Spectrum Disorders,Sex,Male,580
2024-03,Schizophrenia Spectrum Disorders,Sex,All,417
2024-03,Schizophrenia Spectrum Disorders,Sex,Female,277
2024-03,Schizophrenia Spectrum Disorders,Sex,Male,588
2024-02,Schizophrenia Spectrum Disorders,Sex,All,409
2024-02,Schizophrenia Spectrum Disorders,Sex,Female,270
2024-02,Schizophrenia Spectrum Disorders,Sex,Male,581
2024-01,Schizophrenia Spectrum Disorders,Sex,All,417
2024-01,Schizophrenia Spectrum Disorders,Sex,Female,277
2024-01,Schizophrenia Spectrum Disorders,Sex,Male,589
2023-12,Schizophrenia Spectrum Disorders,Sex,All,370
2023-12,Schizophrenia Spectrum Disorders,Sex,Female,249
2023-12,Schizophrenia Spectrum Disorders,Sex,Male,519
2023-11,Schizophrenia Spectrum Disorders,Sex,All,395
2023-11,Schizophrenia Spectrum Disorders,Sex,Female,265
2023-11,Schizophrenia Spectrum Disorders,Sex,Male,558
2023-10,Schizophrenia Spectrum Disorders,Sex,All,404
2023-10,Schizophrenia Spectrum Disorders,Sex,Female,275
2023-10,Schizophrenia Spectrum Disorders,Sex,Male,563
2023-09,Schizophrenia Spectrum Disorders,Sex,All,399
2023-09,Schizophrenia Spectrum Disorders,Sex,Female,273
2023-09,Schizophrenia Spectrum Disorders,Sex,Male,554
2023-08,Schizophrenia Spectrum Disorders,Sex,All,411
2023-08,Schizophrenia Spectrum Disorders,Sex,Female,282
2023-08,Schizophrenia Spectrum Disorders,Sex,Male,567
2023-07,Schizophrenia Spectrum Disorders,Sex,All,420
2023-07,Schizophrenia Spectrum Disorders,Sex,Female,285
2023-07,Schizophrenia Spectrum Disorders,Sex,Male,583
2023-06,Schizophrenia Spectrum Disorders,Sex,All,424
2023-06,Schizophrenia Spectrum Disorders,Sex,Female,285
2023-06,Schizophrenia Spectrum Disorders,Sex,Male,593
2023-05,Schizophrenia Spectrum Disorders,Sex,All,411
2023-05,Schizophrenia Spectrum Disorders,Sex,Female,278
2023-05,Schizophrenia Spectrum Disorders,Sex,Male,574
2023-04,Schizophrenia Spectrum Disorders,Sex,All,421
2023-04,Schizophrenia Spectrum Disorders,Sex,Female,284
2023-04,Schizophrenia Spectrum Disorders,Sex,Male,590
2023-03,Schizophrenia Spectrum Disorders,Sex,All,431
2023-03,Schizophrenia Spectrum Disorders,Sex,Female,290
2023-03,Schizophrenia Spectrum Disorders,Sex,Male,606
2023-02,Schizophrenia Spectrum Disorders,Sex,All,432
2023-02,Schizophrenia Spectrum Disorders,Sex,Female,288
2023-02,Schizophrenia Spectrum Disorders,Sex,Male,609
2023-01,Schizophrenia Spectrum Disorders,Sex,All,434
2023-01,Schizophrenia Spectrum Disorders,Sex,Female,289
2023-01,Schizophrenia Spectrum Disorders,Sex,Male,614
2022-12,Schizophrenia Spectrum Disorders,Sex,All,392
2022-12,Schizophrenia Spectrum Disorders,Sex,Female,263
2022-12,Schizophrenia Spectrum Disorders,Sex,Male,550
2022-11,Schizophrenia Spectrum Disorders,Sex,All,372
2022-11,Schizophrenia Spectrum Disorders,Sex,Female,250
2022-11,Schizophrenia Spectrum Disorders,Sex,Male,523
2022-10,Schizophrenia Spectrum Disorders,Sex,All,392
2022-10,Schizophrenia Spectrum Disorders,Sex,Female,269
2022-10,Schizophrenia Spectrum Disorders,Sex,Male,541
2022-09,Schizophrenia Spectrum Disorders,Sex,All,398
2022-09,Schizophrenia Spectrum Disorders,Sex,Female,274
2022-09,Schizophrenia Spectrum Disorders,Sex,Male,547
2022-08,Schizophrenia Spectrum Disorders,Sex,All,416
2022-08,Schizophrenia Spectrum Disorders,Sex,Female,284
2022-08,Schizophrenia Spectrum Disorders,Sex,Male,576
2022-07,Schizophrenia Spectrum Disorders,Sex,All,417
2022-07,Schizophrenia Spectrum Disorders,Sex,Female,287
2022-07,Schizophrenia Spectrum Disorders,Sex,Male,577
2022-06,Schizophrenia Spectrum Disorders,Sex,All,421
2022-06,Schizophrenia Spectrum Disorders,Sex,Female,289
2022-06,Schizophrenia Spectrum Disorders,Sex,Male,583
