time_lst,tas,ps,hurs,sfcWind,rsds,huss
2013-08-31,20.45531377244624,100533.72422107527,80.43332009030914,1.7166265626008064,260.5079314534946,15.998542234555108
2013-09-30,21.251898148125,100206.66959343056,78.75705496380556,1.421147999151389,191.31758432540275,9.930379409856945
2013-10-31,18.376578981048386,100595.8564782258,68.97574671446237,1.5799585573467743,198.88485663083335,3.7194499971774198
2013-11-30,17.50883610777778,100739.31900597223,46.46747281125,1.579052556176389,134.3256028637639,12.346932352205554
2013-12-31,11.926344086021507,100772.72342857526,61.92165898616935,1.4408602150537635,115.08064516129032,9.287453663155913
2014-01-31,17.20019505638441,101309.14107002689,49.191786869475806,1.4524780512782256,112.89381720430107,7.065038701466398
2014-02-28,15.0533381821875,100835.98696696428,63.96408507223214,1.7346621689404762,149.9820425360863,9.723459797028275
2014-03-31,17.44590053764785,100946.14420094086,61.939478793319886,1.6169093488655912,202.72647849462365,8.154523650676076
2014-04-30,16.120777943125,100858.32189652776,75.97080687830555,1.9077800925930555,239.8201388888889,6.688073286523612
2014-05-31,16.327446679139786,100770.5708061828,83.3477717125,1.9371395636626345,310.40725296426075,10.74738987217742
2014-06-30,18.4190443765,100427.52366902778,84.94859441765279,1.589818268738889,274.226571263375,9.758438929158332
2014-07-31,19.958907697540322,100423.99525872311,84.8992092853629,1.6258056608104838,279.95648087612904,5.826342702553763
2014-08-31,19.543410070040323,100335.58992072582,81.83333333333333,1.65139341572043,285.90698191205644,6.562129324051075
2014-09-30,20.569935747930558,100661.73281263889,80.10752047943055,1.4561788034902778,211.40108024694442,10.512480518329166
2014-10-31,18.77940668202957,100526.37793736559,74.25851254480241,1.6133422939059139,182.872311827957,5.2516277739247315
2014-11-30,18.72346736976389,101002.09563194445,44.176000927706944,1.7330383858930556,119.07376480120834,9.513173387352778
2014-12-31,14.861155913978495,100875.55218951612,63.43413978494624,1.6436827956989248,109.8991935483871,12.245095120173387
2015-01-31,15.146693548387097,100978.0480544758,71.91532258064517,1.5367933947768817,103.98422619053764,5.989451432123656
2015-02-28,15.933746154360119,101059.75988720238,56.234533841622024,1.7668900481547618,147.33885098986607,8.163287387346728
2015-03-31,14.708198924731182,100754.32820591399,76.57034050178764,2.0354614695336024,220.59199522096773,12.460770918149194
2015-04-30,14.920057870375,100618.2280775,77.16579861111111,1.823468045113889,285.76643518518057,7.8655788043138894
2015-05-31,15.901779347284947,100436.73630725806,81.07062469616936,1.8095800685416668,301.44061889830647,5.920181403352151
2015-06-30,17.473795874944443,100747.607859625,82.61913864231944,1.7880623482402778,278.40560011775,12.103304824999999
2015-07-31,19.388417996868277,100611.5667517473,84.36785399979838,1.6135081889892473,301.9907852582796,6.450958068825269
2015-08-31,20.084956648951614,100627.69428306451,82.64557267331989,1.6006720430107528,283.43926418650534,5.3524397892473115
2015-09-30,19.50753604497222,100389.18672944444,72.8418260059861,1.4801851851847223,244.33551587305556,12.556043933219444
2015-10-31,17.113536439663978,100480.52151182796,71.13241487455646,1.415625,164.02517921155913,5.252592278763441
2015-11-30,16.581245099694442,100690.13759595832,55.80323671148611,1.4859294204805555,131.41272777633333,8.489948078341667
2015-12-31,13.937096774193549,100980.4379327957,52.05510752688172,1.4388440860215055,112.61827956989248,15.332244848782258
2016-01-31,11.964135851021506,101069.24596693549,70.37561818590054,1.6549691843696237,135.6448743646774,7.521213197853494
2016-02-29,11.81658271987069,101083.99269238506,74.90311571741378,1.6912501614367814,159.22994963188216,4.516636816350575
2016-03-31,12.861278103615591,101120.68794395162,79.55193059629032,1.6165105354623654,213.03181003584677,15.089326445568549
2016-04-30,13.018198099411112,100627.39137656946,77.82586805555556,1.9559679406847221,286.3457602338764,6.526435028038889
2016-05-31,15.742273530940862,100851.89976491935,83.16583215314516,1.6795813263387098,296.2686169610215,4.569796661827957
2016-06-30,17.23612159258333,100570.67001388888,86.62375613725,1.6287181399291666,275.44352585593055,15.476547470833333
2016-07-31,20.07642826615591,100551.58417298386,81.58363375674732,1.6477209826357528,305.28521308870967,6.738441587215054
2016-08-31,18.502849933911293,100498.91215416667,82.89465764276882,1.6392176550336022,281.7780459961425,5.20251942016129
2016-09-30,20.63323286225,100452.06000694445,82.87391203704166,1.4616931216930555,209.93690476180555,16.70534085902778
2016-10-31,17.65954301075269,100760.27059946237,76.3622685185215,1.6098622311827957,187.07155017916668,6.820125075395162
