time,tasmax,tasmin,rsds,ps,pr,sfcWind
2000-02-28 12:00:00,18.431885,7.82901,164.91888,98967.734,2.0151717e-06,1.4087521
2000-02-29 12:00:00,,,,,,
2000-03-01 12:00:00,19.650513,13.214355,126.927605,98451.56,4.756426e-06,2.118908
2000-03-02 12:00:00,18.267914,12.944946,140.7084,98206.625,6.0499915e-05,1.3736303
2000-03-03 12:00:00,15.192535,5.7275696,225.91997,98680.37,0.0,1.4127318
2000-03-04 12:00:00,15.860748,7.0341187,81.72742,98637.94,9.683709e-06,1.3864257
2000-03-05 12:00:00,15.050171,9.309479,147.50795,98680.91,3.599295e-05,1.1269742
2000-03-06 12:00:00,14.215637,11.634003,33.094257,98057.74,0.00072145683,2.1723974
2000-03-07 12:00:00,16.783752,11.334747,53.0438,97899.23,0.00013691043,1.1987056
2000-03-08 12:00:00,16.974457,7.3344116,248.1697,98334.95,2.4431803e-05,2.2436683
2000-03-09 12:00:00,11.747314,1.7999268,243.85237,99102.055,0.0,1.142616
2000-03-10 12:00:00,14.892822,5.90036,128.23996,99110.39,2.4473984e-05,2.1799536
2000-03-11 12:00:00,20.69635,14.030487,99.75672,98659.484,0.00012880386,1.8882792
2000-03-12 12:00:00,20.922028,15.45517,94.40708,98862.3,9.8237055e-05,1.2984132
2000-03-13 12:00:00,15.285187,8.00058,109.85587,99383.484,6.917648e-05,1.5074764
2000-03-14 12:00:00,10.458862,7.4015503,55.28555,99521.305,4.4170098e-05,2.5035968
2000-03-15 12:00:00,12.902771,8.207764,55.996845,99016.26,7.927564e-05,1.6276636
2000-03-16 12:00:00,14.614075,11.611633,45.38193,98435.05,0.00013356244,1.2099384
2000-03-17 12:00:00,17.262634,12.960571,104.021454,98024.08,0.0001296983,1.1779289
2000-03-18 12:00:00,18.778717,11.543823,156.32507,98260.42,8.373703e-06,0.9732461
2000-03-19 12:00:00,19.111725,14.449829,170.087,98594.11,8.093372e-06,1.0858477
2000-03-20 12:00:00,19.41864,10.690643,112.29059,98351.19,2.0059815e-05,1.4946355
2000-03-21 12:00:00,14.745514,-0.7741394,280.43454,99159.6,8.688921e-06,3.5409565
2000-03-22 12:00:00,7.4451294,-2.7210388,196.4619,99445.2,0.0,0.27533108
2000-03-23 12:00:00,11.821808,4.1939697,141.38353,99323.75,1.7888866e-06,1.1314853
2000-03-24 12:00:00,16.092499,9.251648,63.480637,98671.69,0.00018116231,1.5208923
2000-03-25 12:00:00,15.122467,-1.4744873,250.99947,98385.29,7.605258e-05,4.0466356
2000-03-26 12:00:00,3.8970642,-4.1009216,278.23154,99055.61,3.7259758e-07,3.3866162
2000-03-27 12:00:00,10.850861,-2.4770813,293.2064,99587.266,0.0,1.4680383
2000-03-28 12:00:00,14.174011,-0.05291748,293.0483,99566.086,0.0,0.32160884
2000-03-29 12:00:00,16.109253,2.4447632,293.58752,99413.01,0.0,1.3316054
2000-03-30 12:00:00,18.974335,4.867279,288.81152,99535.65,0.0,1.4829947
2000-03-31 12:00:00,21.105682,8.794006,289.13388,99584.695,0.0,1.7738774
2000-04-01 12:00:00,21.859436,11.469513,260.61398,99342.13,1.2934648e-08,2.2756748
2000-04-02 12:00:00,19.642914,14.07431,101.28891,99222.03,3.3543223e-05,1.7746607
2000-04-03 12:00:00,21.4169,15.488892,157.71117,99004.49,0.00012311433,1.2510054
2000-04-04 12:00:00,19.313263,17.025726,71.2994,98491.195,7.064144e-05,1.6939034
2000-04-05 12:00:00,21.66336,17.398376,144.57736,97502.76,4.324989e-05,1.8817931
2000-04-06 12:00:00,21.47403,15.103577,292.44577,97196.89,8.2114115e-05,2.2617548
2000-04-07 12:00:00,19.148804,10.693329,247.25977,97164.42,1.1500149e-05,2.2772324
2000-04-08 12:00:00,10.498901,5.229828,178.56615,97321.78,1.3011278e-06,2.875917
2000-04-09 12:00:00,15.616486,4.034027,311.83313,97795.96,5.847649e-07,2.087015
2000-04-10 12:00:00,21.865326,6.6872253,240.11859,97976.52,6.4333426e-06,1.5152565
2000-04-11 12:00:00,18.447632,13.637909,111.30685,97687.49,8.6872256e-05,0.91819185
2000-04-12 12:00:00,20.773773,8.520905,277.62473,97822.91,1.1528674e-06,0.21928966
2000-04-13 12:00:00,24.117706,13.745331,220.74406,97451.586,3.7599675e-06,1.9039813
2000-04-14 12:00:00,23.534698,16.226654,260.52948,97391.38,8.559251e-05,2.3028607
2000-04-15 12:00:00,20.978668,9.63559,305.75034,98121.44,0.0,0.83221227
2000-04-16 12:00:00,18.550507,10.204651,317.1886,99011.58,0.0,3.2738466
2000-04-17 12:00:00,17.531372,12.847992,96.13461,99053.81,6.284159e-06,2.9527874
2000-04-18 12:00:00,17.619568,14.619751,54.783207,98780.61,0.00022191221,1.4325726
2000-04-19 12:00:00,18.665466,15.856232,83.70591,98802.62,0.00015010576,1.4695837
2000-04-20 12:00:00,22.33902,16.149902,242.217,98791.55,2.7728278e-05,1.5672954
2000-04-21 12:00:00,22.693726,17.466003,146.7919,98611.125,0.00016065569,1.1264809
2000-04-22 12:00:00,23.111053,16.686646,172.56075,98162.95,0.00021738147,1.6628581
2000-04-23 12:00:00,24.219849,12.528473,321.93768,98311.86,0.0,0.8885214
2000-04-24 12:00:00,22.70111,16.044891,178.00966,98080.25,1.57177e-05,1.6081587
2000-04-25 12:00:00,19.177765,9.796661,333.84515,98051.05,9.525503e-05,2.8951983
2000-04-26 12:00:00,23.221588,7.284088,331.449,98204.23,0.0,1.7300907
2000-04-27 12:00:00,23.131866,12.309418,249.78703,98124.03,0.0,1.5577334
