time,tas,hurs,ps
2015-04-01,12.142456,83.39473,100980.22
2015-05-01,15.318207,75.64281,100772.15
2015-06-01,17.652039,72.139946,100603.6
2015-07-01,17.816376,81.40624,100476.13
2015-08-01,18.94928,78.70991,100087.336
2015-09-01,19.969177,72.23089,100243.445
2015-10-01,16.447113,66.1493,100899.13
2015-11-01,13.935181,77.80073,101182.38
2015-12-01,12.087555,74.550446,100784.664
2016-01-01,10.46347,87.75158,100772.484
2016-02-01,11.235474,85.05023,101380.06
2016-03-01,13.317322,87.14776,100417.1
2016-04-01,15.048309,70.56239,100827.125
2016-05-01,14.586334,75.72999,100749.39
2016-06-01,18.535889,75.081635,100376.15
2016-07-01,19.71878,75.33513,100403.61
2016-08-01,19.7695,72.95601,100121.37
2016-09-01,20.177002,69.941734,100348.0
2016-10-01,16.5083,77.142235,100393.805
2016-11-01,13.194946,87.05086,100911.2
2016-12-01,9.758789,84.87983,100546.03
2017-01-01,8.344879,76.181625,100939.79
2017-02-01,8.813751,79.08733,100717.234
2017-03-01,9.456421,79.690926,101119.086
2017-04-01,11.085754,84.65951,100559.195
2017-05-01,14.723907,82.84487,100713.055
2017-06-01,18.5914,76.01589,100519.45
2017-07-01,19.919495,73.20195,100302.086
2017-08-01,19.099823,77.930626,100134.71
2017-09-01,18.932892,68.241165,100381.05
2017-10-01,17.641937,75.7815,100609.98
2017-11-01,13.555542,78.27481,101076.0
2017-12-01,8.57309,81.05405,101449.46
2018-01-01,9.794006,86.03954,101196.06
2018-02-01,9.165253,79.87378,100914.39
2018-03-01,11.260834,73.16695,101055.72
2018-04-01,14.362518,75.15913,100755.36
2018-05-01,14.319061,78.17598,100981.12
2018-06-01,16.80243,77.62859,100477.805
2018-07-01,17.701843,80.50366,100538.13
2018-08-01,18.832764,81.01442,100476.18
2018-09-01,19.821106,77.27107,100132.414
2018-10-01,18.89627,84.84896,100759.81
2018-11-01,14.697235,83.977905,101144.305
2018-12-01,10.920593,85.05762,101311.92
2019-01-01,7.8036804,80.2114,100675.67
2019-02-01,8.5112915,72.71687,100748.13
2019-03-01,9.018982,76.76449,100548.22
2019-04-01,11.360413,79.41877,101091.13
2019-05-01,13.776642,71.32016,101093.586
2019-06-01,17.903046,73.65899,100424.34
2019-07-01,18.180878,76.22075,100360.85
2019-08-01,19.217224,71.10229,100127.48
2019-09-01,16.510712,75.7307,100344.47
2019-10-01,15.330536,78.1709,100577.805
2019-11-01,12.094238,85.87699,101035.5
2019-12-01,11.12616,90.09848,101121.26
2020-01-01,10.138092,87.00175,101322.07
2020-02-01,10.043945,86.586945,100923.43
2020-03-01,10.871674,84.97683,100913.11
2020-04-01,13.180969,79.88452,101061.734
2020-05-01,15.057007,72.588036,100772.766
2020-06-01,16.021088,76.49501,100655.58
2020-07-01,18.655518,77.42267,100236.22
2020-08-01,21.149933,78.58858,100245.03
2020-09-01,20.147308,68.162834,100211.02
2020-10-01,15.57309,80.72385,100725.016
2020-11-01,13.336334,87.5396,100794.14
2020-12-01,10.637634,81.956856,101194.57
